,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,361000000.0,-879000000.0,3920000000.0,-2697000000.0
Change To Liabilities,891000000.0,566000000.0,33000000.0,-112000000.0
Total Cashflows From Investing Activities,446000000.0,-670000000.0,513000000.0,-2198000000.0
Total Cash From Financing Activities,-1743000000.0,-842000000.0,-1480000000.0,886000000.0
Change To Operating Activities,217000000.0,-360000000.0,-850000000.0,-1024000000.0
Issuance Of Stock,23000000.0,81000000.0,4000000.0,9000000.0
Net Income,538000000.0,1625000000.0,-1381000000.0,2624000000.0
Change In Cash,32000000.0,16000000.0,421000000.0,7000000.0
Repurchase Of Stock,-1226000000.0,-564000000.0,-467000000.0,-467000000.0
Total Cash From Operating Activities,1329000000.0,1528000000.0,1388000000.0,1319000000.0
Depreciation,247000000.0,311000000.0,260000000.0,186000000.0
Dividends Paid,-271000000.0,-275000000.0,-191000000.0,-194000000.0
Change To Account Receivables,-271000000.0,-211000000.0,-124000000.0,150000000.0
Other Cashflows From Financing Activities,-69000000.0,-84000000.0,-154000000.0,-118000000.0
Change To Netincome,-159000000.0,-387000000.0,3269000000.0,-890000000.0
Capital Expenditures,-89000000.0,-136000000.0,-61000000.0,-73000000.0
Other Cashflows From Investing Activities,,4000000.0,4000000.0,4000000.0
Net Borrowings,,,-422000000.0,1189000000.0
