,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,18454500000,8301800000,2000000,23300000,2023700000,1935800000
1,2021,1,18543200000,8366100000,2000000,23000000,1830200000,1717800000
2,2021,2,18512400000,8184600000,2000000,22900000,2012300000,1887500000
3,2021,3,18351900000,8160700000,2000000,23000000,1906900000,1776300000
