,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,-54900000.0,-245400000.0,191900000.0,17000000.0
Total Cashflows From Investing Activities,-118200000.0,-16800000.0,236300000.0,-22300000.0
Net Borrowings,-733600000.0,-87000000.0,-1063900000.0,154100000.0
Total Cash From Financing Activities,-877500000.0,-685500000.0,-1099800000.0,149100000.0
Change To Operating Activities,-306100000.0,261100000.0,-354600000.0,-130200000.0
Net Income,311500000.0,-279200000.0,-1037600000.0,-915800000.0
Change In Cash,82600000.0,-134000000.0,-36900000.0,182900000.0
Repurchase Of Stock,-3600000.0,-5700000.0,-7800000.0,-800000.0
Effect Of Exchange Rate,-7300000.0,8900000.0,-22200000.0,19800000.0
Total Cash From Operating Activities,1085600000.0,559400000.0,848800000.0,36200000.0
Depreciation,1017100000.0,1317100000.0,1422500000.0,632500000.0
Dividends Paid,-133000000.0,-133000000.0,-133000000.0,-133000000.0
Change To Inventory,-10100000.0,-137600000.0,-203400000.0,-209500000.0
Change To Account Receivables,183800000.0,-54900000.0,-59800000.0,106000000.0
Other Cashflows From Financing Activities,-7300000.0,-459800000.0,-28100000.0,-4200000.0
Change To Netincome,281900000.0,530600000.0,395200000.0,647800000.0
Capital Expenditures,-121000000.0,-89300000.0,-49500000.0,-116900000.0
Investments,,-300000.0,-300000.0,-300000.0
