,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,26987000000.0,27863700000.0,28489600000.0,29683200000.0
Capital Surplus,18514100000.0,18489900000.0,18464600000.0,18438800000.0
Total Liab,34929100000.0,36777200000.0,37564500000.0,38598900000.0
Total Stockholder Equity,21141300000.0,21206900000.0,21414700000.0,22954100000.0
Other Current Liab,1960700000.0,2478000000.0,2941800000.0,2714800000.0
Total Assets,56070400000.0,57984100000.0,58979200000.0,61553000000.0
Common Stock,12100000.0,12100000.0,12100000.0,12100000.0
Other Current Assets,1799400000.0,1799900000.0,1695100000.0,1354700000.0
Retained Earnings,4087000000.0,3909900000.0,4323600000.0,5361200000.0
Other Liab,4757200000.0,5519000000.0,5267000000.0,5377300000.0
Good Will,12169500000.0,11990400000.0,11907300000.0,12347000000.0
Treasury Stock,-1471900000.0,-1205000000.0,-1385600000.0,-858000000.0
Other Assets,2174000000.0,2884000000.0,2671900000.0,2823900000.0
Cash,756600000.0,673900000.0,806900000.0,844400000.0
Total Current Liabilities,10103900000.0,10132600000.0,9978100000.0,10562900000.0
Deferred Long Term Asset Charges,1451900000.0,2183700000.0,1997300000.0,2147900000.0
Short Long Term Debt,1881000000.0,2148400000.0,2255300000.0,2256300000.0
Other Stockholder Equity,-1471900000.0,-1205000000.0,-1385600000.0,-858000000.0
Property Plant Equipment,3419900000.0,3472000000.0,3558300000.0,3783500000.0
Total Current Assets,11308400000.0,11749800000.0,12318500000.0,12867500000.0
Long Term Investments,11600000.0,24200000.0,33600000.0,47900000.0
Net Tangible Assets,-18015200000.0,-18647200000.0,-18982200000.0,-19076100000.0
Short Term Investments,87700000.0,88100000.0,85400000.0,84900000.0
Net Receivables,4345500000.0,4478700000.0,4529000000.0,4843800000.0
Long Term Debt,19854300000.0,20917000000.0,22102200000.0,22429200000.0
Inventory,4081900000.0,4487600000.0,4942200000.0,5471900000.0
Accounts Payable,1659600000.0,1800200000.0,2043200000.0,1904200000.0
