,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-4500000.0,-4500000.0,-28000000.0,-28000000.0
Change To Liabilities,77500000.0,77500000.0,22000000.0,22000000.0
Total Cashflows From Investing Activities,-354000000.0,-354000000.0,-238000000.0,-238000000.0
Net Borrowings,-921000000.0,-921000000.0,-826500000.0,-826500000.0
Total Cash From Financing Activities,-1405000000.0,-1405000000.0,-1010000000.0,-1010000000.0
Issuance Of Stock,103500000.0,103500000.0,81000000.0,81000000.0
Net Income,649000000.0,649000000.0,445000000.0,445000000.0
Change In Cash,-919500000.0,-919500000.0,688000000.0,688000000.0
Repurchase Of Stock,-228000000.0,-228000000.0,-248500000.0,-248500000.0
Effect Of Exchange Rate,9500000.0,9500000.0,-23500000.0,-23500000.0
Total Cash From Operating Activities,819000000.0,819000000.0,1973000000.0,1973000000.0
Depreciation,489000000.0,489000000.0,488000000.0,488000000.0
Other Cashflows From Investing Activities,17000000.0,17000000.0,66500000.0,66500000.0
Dividends Paid,-349000000.0,-349000000.0,-349000000.0,-349000000.0
Change To Inventory,-287500000.0,-287500000.0,140500000.0,140500000.0
Change To Account Receivables,-241500000.0,-241500000.0,640500000.0,640500000.0
Other Cashflows From Financing Activities,-10500000.0,-10500000.0,-16000000.0,-16000000.0
Change To Netincome,88000000.0,88000000.0,202500000.0,202500000.0
Capital Expenditures,-231500000.0,-231500000.0,-353500000.0,-353500000.0
