sub_qtr_enddate,quarter,year,shares_outstanding,total_assets,total_liabilities,total_revenue,total_expenses,net_income,earnings_per_share,dividends_paid,sec_urls_all_files,sec_urls_filing_details,sec_urls_XML,sec_urls_HTML,sec_urls_TXT
2020-12-31,4,2020,,255533015,9269025,,,,,0,http://www.sec.gov/Archives/edgar/data/1819574/000119312521045148/,http://www.sec.gov/Archives/edgar/data/1819574/000119312521045148/0001193125-21-045148-index.html,http://www.sec.gov/Archives/edgar/data/1819574/000119312521045148/stic-20201231.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/1819574/000119312521045148/d127765d10q.htm,http://www.sec.gov/Archives/edgar/data/1819574/000119312521045148/0001193125-21-045148.txt
2021-03-31,1,2021,,254714835,50976781,,,,,0,http://www.sec.gov/Archives/edgar/data/1819574/000119312521183287/,http://www.sec.gov/Archives/edgar/data/1819574/000119312521183287/0001193125-21-183287-index.html,http://www.sec.gov/Archives/edgar/data/1819574/000119312521183287/bark-20200331.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/1819574/000119312521183287/d179852d10k.htm,http://www.sec.gov/Archives/edgar/data/1819574/000119312521183287/0001193125-21-183287.txt
2021-06-30,2,2021,,462656000,220809000,,,,,0,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000012/,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000012/0001819574-21-000012-index.html,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000012/bark-20210630_htm.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/1819574/000181957421000012/bark-20210630.htm,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000012/0001819574-21-000012.txt
2021-09-30,3,2021,,449292000,195413000,,,,,0,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000070/,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000070/0001819574-21-000070-index.html,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000070/bark-20210930_htm.xml,http://www.sec.gov/ix?doc=/Archives/edgar/data/1819574/000181957421000070/bark-20210930.htm,http://www.sec.gov/Archives/edgar/data/1819574/000181957421000070/0001819574-21-000070.txt
