,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,59204750000,10105052000,553000,1649308000,8257144000,6969003000
1,2021,1,60111912000,12064733000,553000,0,6472537000,5938912000
2,2021,2,61267843000,12099624000,546000,0,7325060000,6032888000
3,2021,3,60662608000,13596798000,534000,0,7390723000,6224023000
