,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-777700000.0,435000000.0,-136600000.0,-941200000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1924500000.0,76400000.0,-1019200000.0,-1385900000.0
Net Borrowings,-300000.0,-700000.0,-200000.0,-700000.0
Total Cash From Financing Activities,1679100000.0,-655300000.0,32100000.0,50800000.0
Issuance Of Stock,14400000.0,25600000.0,17300000.0,8200000.0
Net Income,359900000.0,361800000.0,517100000.0,472600000.0
Change In Cash,728000000.0,413900000.0,-846300000.0,-706900000.0
Repurchase Of Stock,-203500000.0,-266100000.0,-115500000.0,-75000000.0
Total Cash From Operating Activities,973400000.0,992800000.0,140800000.0,628200000.0
Dividends Paid,-168200000.0,-165200000.0,-152200000.0,-153700000.0
Other Cashflows From Financing Activities,2036700000.0,-248900000.0,282700000.0,272000000.0
Change To Netincome,613500000.0,631000000.0,-376300000.0,-2769600000.0
Capital Expenditures,-63100000.0,-22900000.0,-22900000.0,-25900000.0
Change To Operating Activities,,,,1657300000.0
Depreciation,,,,251900000.0
Change To Account Receivables,,,,16400000.0
