,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5326300000.0,5258500000.0,5311600000.0,5132700000.0
Capital Surplus,10436500000.0,10399700000.0,10351800000.0,10321600000.0
Total Liab,282435900000.0,285543400000.0,279908800000.0,279754800000.0
Total Stockholder Equity,16070700000.0,16233100000.0,15405500000.0,16558900000.0
Minority Interest,401800000.0,389000000.0,320300000.0,314000000.0
Deferred Long Term Liab,187200000.0,187000000.0,178800000.0,173000000.0
Other Current Liab,167400000.0,148800000.0,154000000.0,341400000.0
Total Assets,298908400000.0,302165500000.0,295634600000.0,296627700000.0
Common Stock,4800000.0,4800000.0,4800000.0,4800000.0
Other Current Assets,821000000.0,810800000.0,859300000.0,1776700000.0
Retained Earnings,12583900000.0,12395000000.0,12199200000.0,11838000000.0
Other Liab,275203900000.0,278404300000.0,272786900000.0,272172300000.0
Good Will,1648400000.0,1699800000.0,1701200000.0,1711000000.0
Treasury Stock,-6954500000.0,-6566400000.0,-7150300000.0,-5605500000.0
Other Assets,200541300000.0,204541900000.0,199153000000.0,198017200000.0
Cash,3145400000.0,2417400000.0,2003500000.0,2849800000.0
Total Current Liabilities,2952300000.0,2859600000.0,2842500000.0,3102200000.0
Short Long Term Debt,83800000.0,36800000.0,45100000.0,62800000.0
Other Stockholder Equity,1619200000.0,1803800000.0,953800000.0,2383100000.0
Property Plant Equipment,1065400000.0,1030700000.0,1043700000.0,1019000000.0
Total Current Assets,6951000000.0,6293700000.0,5998100000.0,7045200000.0
Long Term Investments,83376000000.0,83340900000.0,82427000000.0,83702600000.0
Net Tangible Assets,12792900000.0,12856000000.0,12006200000.0,13124900000.0
Net Receivables,2336300000.0,2369400000.0,2427200000.0,1547300000.0
Long Term Debt,4279700000.0,4279500000.0,4279400000.0,4277200000.0
Accounts Payable,2626800000.0,2591300000.0,2559400000.0,2534900000.0
