,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,15271034000,8097839000,1717150000,0,3019441000,2675990000
1,2021,1,14719930000,8150981000,1617715000,0,3078540000,2737327000
2,2021,2,14599347000,7989930000,1622168000,0,3021354000,2682880000
3,2021,3,15021021000,8034789000,1632705000,0,3007458000,2661524000
