,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,3225000000.0,3263000000.0,3302000000.0,3340000000.0
Total Liab,12649000000.0,13716000000.0,12591000000.0,12618000000.0
Total Stockholder Equity,-2555000000.0,-2515000000.0,-2603000000.0,-2285000000.0
Other Current Liab,1500000000.0,1583000000.0,1664000000.0,1721000000.0
Total Assets,10094000000.0,11201000000.0,9988000000.0,10333000000.0
Common Stock,4000000.0,4000000.0,4000000.0,4000000.0
Other Current Assets,10000000.0,11000000.0,11000000.0,20000000.0
Retained Earnings,-2563000000.0,-2539000000.0,-2614000000.0,-2285000000.0
Other Liab,622000000.0,556000000.0,457000000.0,533000000.0
Good Will,3150000000.0,3150000000.0,3128000000.0,3122000000.0
Treasury Stock,4000000.0,20000000.0,7000000.0,-4000000.0
Other Assets,453000000.0,451000000.0,443000000.0,441000000.0
Cash,164000000.0,1124000000.0,59000000.0,71000000.0
Total Current Liabilities,2832000000.0,3937000000.0,2850000000.0,3167000000.0
Deferred Long Term Asset Charges,111000000.0,111000000.0,111000000.0,111000000.0
Other Stockholder Equity,17000000.0,27000000.0,20000000.0,15000000.0
Property Plant Equipment,1817000000.0,1784000000.0,1795000000.0,2056000000.0
Total Current Assets,1036000000.0,2129000000.0,905000000.0,967000000.0
Long Term Investments,413000000.0,424000000.0,415000000.0,407000000.0
Net Tangible Assets,-8930000000.0,-8928000000.0,-9033000000.0,-8747000000.0
Net Receivables,652000000.0,777000000.0,611000000.0,672000000.0
Long Term Debt,8827000000.0,8835000000.0,8878000000.0,8499000000.0
Inventory,4000000.0,5000000.0,8000000.0,10000000.0
Accounts Payable,1202000000.0,1132000000.0,1057000000.0,1223000000.0
Short Long Term Debt,,998000000.0,,
