,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-230058000.0,-1138514000.0,-1089574000.0,-533997000.0
Change To Liabilities,0.0,0.0,0.0,320199000.0
Total Cashflows From Investing Activities,-495152000.0,-1159752000.0,-1077587000.0,-534239000.0
Net Borrowings,-57317000.0,595458000.0,80769000.0,-14967000.0
Total Cash From Financing Activities,-124897000.0,510574000.0,53707000.0,-41065000.0
Net Income,188070000.0,792110000.0,573694000.0,847299000.0
Change In Cash,155193000.0,-146086000.0,-718745000.0,-45904000.0
Repurchase Of Stock,-61551000.0,-38803000.0,-22023000.0,-2889000.0
Effect Of Exchange Rate,-34028000.0,8044000.0,-12989000.0,53401000.0
Total Cash From Operating Activities,809270000.0,495048000.0,318124000.0,475999000.0
Depreciation,106825000.0,3844000.0,55563000.0,143322000.0
Other Cashflows From Investing Activities,1136000.0,3850000.0,42637000.0,55095000.0
Other Cashflows From Financing Activities,-6029000.0,-28081000.0,-5039000.0,-4809000.0
Change To Netincome,514375000.0,-300906000.0,-311133000.0,-1540512000.0
Capital Expenditures,-25020000.0,-25088000.0,-30650000.0,-28530000.0
Dividends Paid,,-18000000.0,-18000000.0,-18400000.0
Change To Operating Activities,,,,804142000.0
Change To Account Receivables,,,,-28174000.0
