,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,2491736000.0,2463484000.0,2459013000.0,2413512000.0
Total Liab,32424299000.0,31415063000.0,29623211000.0,28649731000.0
Total Stockholder Equity,13424873000.0,13383080000.0,12572053000.0,12207898000.0
Minority Interest,255373000.0,251479000.0,255874000.0,260534000.0
Other Current Liab,5511392000.0,5261649000.0,4838032000.0,4450445000.0
Total Assets,46696436000.0,45641513000.0,43043029000.0,41710054000.0
Common Stock,3455129000.0,3451968000.0,3447614000.0,3428340000.0
Other Current Assets,7513021000.0,7156654000.0,6804419000.0,6864250000.0
Retained Earnings,9650355000.0,9503889000.0,8754760000.0,8195182000.0
Other Liab,22064712000.0,21321419000.0,20659075000.0,19656544000.0
Good Will,2695164000.0,2606138000.0,2604820000.0,2604624000.0
Treasury Stock,319389000.0,427223000.0,369679000.0,584376000.0
Other Assets,2875459000.0,2491910000.0,2466033000.0,1110720000.0
Cash,3938626000.0,3679433000.0,3882379000.0,4341736000.0
Total Current Liabilities,6091297000.0,5933469000.0,5399187000.0,5034226000.0
Other Stockholder Equity,319389000.0,427223000.0,369679000.0,584376000.0
Total Current Assets,18450616000.0,18434618000.0,17156201000.0,17060854000.0
Long Term Investments,20183461000.0,19645363000.0,18356962000.0,17888344000.0
Net Tangible Assets,9010100000.0,9080194000.0,8231085000.0,7820556000.0
Short Term Investments,2757798000.0,3263073000.0,2736982000.0,2034099000.0
Net Receivables,2320987000.0,2627218000.0,2254424000.0,1956311000.0
Long Term Debt,4268290000.0,4160175000.0,3564949000.0,3484023000.0
Accounts Payable,579905000.0,671820000.0,561155000.0,493470000.0
Deferred Long Term Asset Charges,,,,3900000.0
Property Plant Equipment,,,,632000000.0
Inventory,,,,412600000.0
