,2021-11-30,2021-08-31,2021-05-31,2021-02-28
Investments,-250000.0,-17537000.0,-17537000.0,-1001000.0
Change To Liabilities,10454000.0,-39999.0,-4535000.0,19205000.0
Total Cashflows From Investing Activities,-58851000.0,-47588000.0,-18656000.0,-11426000.0
Total Cash From Financing Activities,-16482000.0,-107953000.0,-68099000.0,-90282000.0
Change To Operating Activities,-63978000.0,12983000.0,-794000.0,13719000.0
Issuance Of Stock,35763000.0,17215000.0,18436000.0,10533000.0
Net Income,107647000.0,101062000.0,100679000.0,96643000.0
Change In Cash,-7965000.0,23525000.0,55656000.0,42547000.0
Repurchase Of Stock,-18639000.0,-92492000.0,-57570000.0,-71496000.0
Effect Of Exchange Rate,-5550000.0,-5911000.0,2098000.0,3595000.0
Total Cash From Operating Activities,72918000.0,184977000.0,140313000.0,140660000.0
Depreciation,30549000.0,26896000.0,27947000.0,26492000.0
Dividends Paid,-30656000.0,-30783000.0,-28958000.0,-29083000.0
Change To Account Receivables,-5268000.0,10441000.0,8626000.0,-15079000.0
Other Cashflows From Financing Activities,-2950000.0,-1893000.0,-7000.0,-236000.0
Change To Netincome,3038000.0,16103000.0,16312000.0,-3706000.0
Capital Expenditures,-8583000.0,-13911000.0,-18656000.0,-10425000.0
