,2021-11-30,2021-08-31,2021-05-31,2021-02-28
Intangible Assets,139313000.0,134986000.0,130521000.0,130897000.0
Capital Surplus,1094467000.0,1048305000.0,1019381000.0,989918000.0
Total Liab,1155469000.0,1208587000.0,1187146000.0,1183039000.0
Total Stockholder Equity,1098895000.0,1016353000.0,1031299000.0,980468000.0
Other Current Liab,88853000.0,95150000.0,96096000.0,97442000.0
Total Assets,2254364000.0,2224940000.0,2218445000.0,2163507000.0
Common Stock,414000.0,412000.0,410000.0,409000.0
Other Current Assets,193000.0,1384000.0,4334000.0,3169000.0
Retained Earnings,989189000.0,912515000.0,842298000.0,772591000.0
Other Liab,58577000.0,57322000.0,58048000.0,58483000.0
Good Will,783025000.0,754205000.0,749896000.0,746041000.0
Treasury Stock,-985175000.0,-944879000.0,-830790000.0,-782450000.0
Other Assets,33147000.0,31730000.0,31062000.0,29957000.0
Cash,673900000.0,681865000.0,658340000.0,602684000.0
Total Current Liabilities,272560000.0,315705000.0,280935000.0,271303000.0
Deferred Long Term Asset Charges,2125000.0,2250000.0,,
Short Long Term Debt,1357000.0,1934000.0,1962000.0,1889000.0
Other Stockholder Equity,-57670000.0,-38962000.0,-19258000.0,-28496000.0
Property Plant Equipment,350311000.0,370441000.0,386912000.0,388899000.0
Total Current Assets,948568000.0,933578000.0,920054000.0,867713000.0
Net Tangible Assets,176557000.0,127162000.0,150882000.0,103530000.0
Short Term Investments,34993000.0,35984000.0,18361000.0,17768000.0
Net Receivables,157390000.0,151187000.0,161073000.0,171574000.0
Long Term Debt,574580000.0,575580000.0,576041000.0,575843000.0
Accounts Payable,101022000.0,82642000.0,78710000.0,78339000.0
