,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,4354000.0,-4614000.0,23761000.0,-3429000.0
Total Cashflows From Investing Activities,-76803000.0,-603532000.0,-118256000.0,-923040000.0
Net Borrowings,-186961000.0,904295000.0,-54243000.0,680944000.0
Total Cash From Financing Activities,-239107000.0,818810000.0,-96913000.0,641852000.0
Change To Operating Activities,-52682000.0,-48639000.0,25653000.0,42120000.0
Issuance Of Stock,6119000.0,1710000.0,708000.0,5397000.0
Net Income,69811000.0,-21807000.0,88851000.0,114501000.0
Change In Cash,-151280000.0,314243000.0,-31971000.0,-59526000.0
Repurchase Of Stock,-14081000.0,-10670000.0,-86000.0,-126000.0
Effect Of Exchange Rate,-6710000.0,1539000.0,-4657000.0,15950000.0
Total Cash From Operating Activities,171340000.0,97426000.0,187855000.0,205712000.0
Depreciation,118042000.0,83621000.0,59044000.0,56821000.0
Dividends Paid,-42959000.0,-34148000.0,-34141000.0,-34136000.0
Change To Inventory,-56237000.0,-1660000.0,11289000.0,17746000.0
Change To Account Receivables,-25800000.0,41732000.0,-48498000.0,-27560000.0
Other Cashflows From Financing Activities,-1225000.0,-42377000.0,-9151000.0,-10227000.0
Change To Netincome,113852000.0,48793000.0,27755000.0,5513000.0
Capital Expenditures,-76973000.0,-56396000.0,-74765000.0,-53751000.0
Investments,,,-4400000.0,-4400000.0
