,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,2954417000.0,3048319000.0,898406000.0,1043904000.0
Total Liab,5207517000.0,5515992000.0,2683003000.0,2702588000.0
Total Stockholder Equity,6535644000.0,6574580000.0,3880990000.0,3866990000.0
Minority Interest,9287000.0,10435000.0,10478000.0,11202000.0
Other Current Liab,222411000.0,207230000.0,165955000.0,123868000.0
Total Assets,11752448000.0,12101007000.0,6574471000.0,6580780000.0
Common Stock,4748181000.0,4736838000.0,2002825000.0,1996843000.0
Other Current Assets,1145000.0,619000.0,57000.0,1377000.0
Retained Earnings,1893196000.0,1874559000.0,1939408000.0,1872533000.0
Other Liab,836474000.0,942939000.0,324870000.0,353305000.0
Good Will,5132697000.0,5286594000.0,3026049000.0,2926551000.0
Treasury Stock,-105733000.0,-36817000.0,-61243000.0,-2386000.0
Other Assets,50120000.0,51445000.0,52720000.0,57614000.0
Cash,383494000.0,534774000.0,220531000.0,252502000.0
Total Current Liabilities,785701000.0,1145025000.0,577920000.0,505867000.0
Short Long Term Debt,21875000.0,6875000.0,,
Other Stockholder Equity,-105733000.0,-36817000.0,-61243000.0,-2386000.0
Property Plant Equipment,1710587000.0,1706789000.0,1385542000.0,1376636000.0
Total Current Assets,1904627000.0,2007860000.0,1211754000.0,1176075000.0
Net Tangible Assets,-1551470000.0,-1760333000.0,-43465000.0,-103465000.0
Net Receivables,762003000.0,743420000.0,609406000.0,556117000.0
Long Term Debt,3417649000.0,3252684000.0,1650540000.0,1713199000.0
Inventory,564532000.0,593067000.0,315067000.0,294132000.0
Accounts Payable,219255000.0,232186000.0,156950000.0,134471000.0
