,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Research Development,18832000.0,18192000.0,17514000.0,16438000.0
Effect Of Accounting Charges,,,,
Income Before Tax,89607000.0,-28977000.0,137519000.0,139430000.0
Minority Interest,9287000.0,10435000.0,10478000.0,11202000.0
Net Income,69811000.0,-21807000.0,88851000.0,114501000.0
Selling General Administrative,327395000.0,252756000.0,199420000.0,170810000.0
Gross Profit,480344000.0,426282000.0,386852000.0,353112000.0
Ebit,134117000.0,155334000.0,169918000.0,165864000.0
Operating Income,134117000.0,155334000.0,169918000.0,165864000.0
Other Operating Expenses,,,,
Interest Expense,-23036000.0,-21812000.0,-10124000.0,-8899000.0
Extraordinary Items,,,,
Non Recurring,,,,
Other Items,,,,
Income Tax Expense,19982000.0,-7075000.0,49369000.0,24842000.0
Total Revenue,1196985000.0,968422000.0,873531000.0,808924000.0
Total Operating Expenses,1062868000.0,813088000.0,703613000.0,643060000.0
Cost Of Revenue,716641000.0,542140000.0,486679000.0,455812000.0
Total Other Income Expense Net,-44510000.0,-184311000.0,-32399000.0,-26434000.0
Discontinued Operations,,,,
Net Income From Continuing Ops,69625000.0,-21902000.0,88150000.0,114588000.0
Net Income Applicable To Common Shares,69811000.0,-21807000.0,88851000.0,114501000.0
