,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,808500000.0,808500000.0,182000000.0,182000000.0
Change To Liabilities,201500000.0,201500000.0,-162000000.0,-162000000.0
Total Cashflows From Investing Activities,498500000.0,498500000.0,-63500000.0,-63500000.0
Net Borrowings,440000000.0,440000000.0,-861000000.0,-861000000.0
Total Cash From Financing Activities,-1197500000.0,-1197500000.0,-852500000.0,-852500000.0
Change To Operating Activities,32500000.0,32500000.0,106000000.0,106000000.0
Issuance Of Stock,22000000.0,22000000.0,15000000.0,15000000.0
Net Income,534000000.0,534000000.0,470500000.0,470500000.0
Change In Cash,5500000.0,5500000.0,-88000000.0,-88000000.0
Effect Of Exchange Rate,14000000.0,14000000.0,-3000000.0,-3000000.0
Total Cash From Operating Activities,690500000.0,690500000.0,831000000.0,831000000.0
Depreciation,267000000.0,267000000.0,276500000.0,276500000.0
Other Cashflows From Investing Activities,-500000.0,-500000.0,-500000.0,-500000.0
Dividends Paid,-630500000.0,-630500000.0,-692500000.0,-692500000.0
Change To Inventory,-36500000.0,-36500000.0,113500000.0,113500000.0
Change To Account Receivables,-231500000.0,-231500000.0,2500000.0,2500000.0
Other Cashflows From Financing Activities,-1029000000.0,-1029000000.0,686000000.0,686000000.0
Change To Netincome,-76500000.0,-76500000.0,24000000.0,24000000.0
Capital Expenditures,-195000000.0,-195000000.0,-290500000.0,-290500000.0
