,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,1973366000,1210711000,46000,0,252065000,267481000
1,2021,1,1969817000,1195103000,47000,0,281365000,304524000
2,2021,2,2018612000,1212928000,47000,0,310788000,335360000
3,2021,3,2065475000,1233482000,47000,0,339195000,352930000
