Date,Close,Volume
1973-11-28,0.05,147200
1973-11-29,0.05,476800
1973-11-30,0.05,108800
1973-12-03,0.05,256000
1973-12-04,0.05,262400
1973-12-05,0.05,278400
1973-12-06,0.05,192000
1973-12-07,0.05,201600
1973-12-10,0.05,70400
1973-12-11,0.05,272000
1973-12-12,0.05,275200
1973-12-13,0.04,160000
1973-12-14,0.04,352000
1973-12-17,0.04,384000
1973-12-18,0.04,246400
1973-12-19,0.04,112000
1973-12-20,0.04,144000
1973-12-21,0.04,899200
1973-12-24,0.04,371200
1973-12-26,0.04,137600
1973-12-27,0.04,156800
1973-12-28,0.05,556800
1973-12-31,0.05,240000
1974-01-02,0.06,198400
1974-01-03,0.06,880000
1974-01-04,0.06,656000
1974-01-07,0.06,137600
1974-01-08,0.05,166400
1974-01-09,0.05,384000
1974-01-10,0.05,265600
1974-01-11,0.05,134400
1974-01-14,0.05,115200
1974-01-15,0.05,80000
1974-01-16,0.05,44800
1974-01-17,0.05,217600
1974-01-18,0.05,176000
1974-01-21,0.05,108800
1974-01-22,0.05,92800
1974-01-23,0.05,124800
1974-01-24,0.05,259200
1974-01-25,0.05,96000
1974-01-28,0.05,208000
1974-01-29,0.05,89600
1974-01-30,0.05,54400
1974-01-31,0.05,112000
1974-02-01,0.05,192000
1974-02-04,0.05,102400
1974-02-05,0.05,38400
1974-02-06,0.05,70400
1974-02-07,0.05,28800
1974-02-08,0.05,73600
1974-02-11,0.05,169600
1974-02-12,0.05,160000
1974-02-13,0.05,112000
1974-02-14,0.05,48000
1974-02-15,0.05,99200
1974-02-19,0.05,182400
1974-02-20,0.05,108800
1974-02-21,0.05,128000
1974-02-22,0.05,233600
1974-02-25,0.05,201600
1974-02-26,0.06,361600
1974-02-27,0.06,550400
1974-02-28,0.06,297600
1974-03-01,0.06,396800
1974-03-04,0.06,102400
1974-03-05,0.06,483200
1974-03-06,0.06,188800
1974-03-07,0.06,288000
1974-03-08,0.06,195200
1974-03-11,0.06,624000
1974-03-12,0.07,617600
1974-03-13,0.07,384000
1974-03-14,0.06,489600
1974-03-15,0.06,336000
1974-03-18,0.06,576000
1974-03-19,0.06,166400
1974-03-20,0.07,2902400
1974-03-21,0.07,672000
1974-03-22,0.07,496000
1974-03-25,0.06,294400
1974-03-26,0.07,457600
1974-03-27,0.06,118400
1974-03-28,0.06,323200
1974-03-29,0.06,240000
1974-04-01,0.06,83200
1974-04-02,0.06,140800
1974-04-03,0.06,137600
1974-04-04,0.06,134400
1974-04-05,0.06,188800
1974-04-08,0.06,476800
1974-04-09,0.06,230400
1974-04-10,0.06,153600
1974-04-11,0.06,1206400
1974-04-15,0.06,76800
1974-04-16,0.06,352000
1974-04-17,0.06,483200
1974-04-18,0.06,124800
1974-04-19,0.06,304000
1974-04-22,0.06,137600
1974-04-23,0.06,524800
1974-04-24,0.06,646400
1974-04-25,0.06,163200
1974-04-26,0.06,118400
1974-04-29,0.06,70400
1974-04-30,0.06,243200
1974-05-01,0.06,691200
1974-05-02,0.06,435200
1974-05-03,0.06,1782400
1974-05-06,0.06,102400
1974-05-07,0.06,393600
1974-05-08,0.06,76800
1974-05-09,0.06,816000
1974-05-10,0.06,2044800
1974-05-13,0.05,224000
1974-05-14,0.05,345600
1974-05-15,0.05,227200
1974-05-16,0.05,256000
1974-05-17,0.05,2588800
1974-05-20,0.05,275200
1974-05-21,0.05,288000
1974-05-22,0.05,236800
1974-05-23,0.05,960000
1974-05-24,0.04,505600
1974-05-28,0.05,176000
1974-05-29,0.05,128000
1974-05-30,0.05,739200
1974-05-31,0.05,691200
1974-06-03,0.05,28800
1974-06-04,0.05,256000
1974-06-05,0.05,86400
1974-06-06,0.05,1052800
1974-06-07,0.05,96000
1974-06-10,0.05,288000
1974-06-11,0.05,172800
1974-06-12,0.05,86400
1974-06-13,0.05,707200
1974-06-14,0.05,163200
1974-06-17,0.05,281600
1974-06-18,0.05,25600
1974-06-19,0.05,32000
1974-06-20,0.05,128000
1974-06-21,0.04,150400
1974-06-24,0.04,224000
1974-06-25,0.05,105600
1974-06-26,0.05,22400
1974-06-27,0.04,243200
1974-06-28,0.04,393600
1974-07-01,0.05,96000
1974-07-02,0.04,124800
1974-07-03,0.04,83200
1974-07-05,0.04,25600
1974-07-08,0.04,368000
1974-07-09,0.04,2976000
1974-07-10,0.04,464000
1974-07-11,0.04,451200
1974-07-12,0.04,876800
1974-07-15,0.04,166400
1974-07-16,0.04,51200
1974-07-17,0.04,236800
1974-07-18,0.04,364800
1974-07-19,0.04,51200
1974-07-22,0.05,44800
1974-07-23,0.05,249600
1974-07-24,0.05,25600
1974-07-25,0.04,102400
1974-07-26,0.04,556800
1974-07-29,0.04,38400
1974-07-30,0.04,1248000
1974-07-31,0.04,28800
1974-08-01,0.04,3200
1974-08-02,0.04,38400
1974-08-05,0.04,99200
1974-08-06,0.04,144000
1974-08-07,0.04,35200
1974-08-08,0.04,192000
1974-08-09,0.04,38400
1974-08-12,0.05,32000
1974-08-13,0.04,172800
1974-08-14,0.04,70400
1974-08-15,0.04,60800
1974-08-16,0.04,51200
1974-08-19,0.04,25600
1974-08-20,0.04,67200
1974-08-21,0.04,89600
1974-08-22,0.04,99200
1974-08-23,0.04,217600
1974-08-26,0.04,124800
1974-08-27,0.04,291200
1974-08-28,0.04,92800
1974-08-29,0.04,176000
1974-08-30,0.04,1558400
1974-09-03,0.04,646400
1974-09-04,0.04,243200
1974-09-05,0.04,112000
1974-09-06,0.04,352000
1974-09-09,0.04,102400
1974-09-10,0.04,204800
1974-09-11,0.04,115200
1974-09-12,0.04,304000
1974-09-13,0.04,48000
1974-09-16,0.04,339200
1974-09-17,0.04,300800
1974-09-18,0.04,137600
1974-09-19,0.04,512000
1974-09-20,0.04,390400
1974-09-23,0.05,182400
1974-09-24,0.04,166400
1974-09-25,0.04,153600
1974-09-26,0.04,675200
1974-09-27,0.04,556800
1974-09-30,0.04,144000
1974-10-01,0.04,83200
1974-10-02,0.04,220800
1974-10-03,0.04,332800
1974-10-04,0.04,544000
1974-10-07,0.04,92800
1974-10-08,0.04,204800
1974-10-09,0.04,768000
1974-10-10,0.05,838400
1974-10-11,0.05,588800
1974-10-14,0.05,486400
1974-10-15,0.05,211200
1974-10-16,0.05,614400
1974-10-17,0.05,428800
1974-10-18,0.05,720000
1974-10-21,0.05,118400
1974-10-22,0.05,505600
1974-10-23,0.05,300800
1974-10-24,0.05,259200
1974-10-25,0.05,368000
1974-10-28,0.05,102400
1974-10-29,0.06,505600
1974-10-30,0.05,361600
1974-10-31,0.05,86400
1974-11-01,0.05,188800
1974-11-04,0.05,412800
1974-11-05,0.06,886400
1974-11-06,0.06,518400
1974-11-07,0.06,512000
1974-11-08,0.06,489600
1974-11-11,0.06,1097600
1974-11-12,0.06,652800
1974-11-13,0.06,400000
1974-11-14,0.06,195200
1974-11-15,0.06,150400
1974-11-18,0.05,220800
1974-11-19,0.05,825600
1974-11-20,0.05,105600
1974-11-21,0.05,121600
1974-11-22,0.05,428800
1974-11-25,0.05,108800
1974-11-26,0.06,268800
1974-11-27,0.06,348800
1974-11-29,0.06,102400
1974-12-02,0.06,169600
1974-12-03,0.05,361600
1974-12-04,0.05,112000
1974-12-05,0.05,438400
1974-12-06,0.05,169600
1974-12-09,0.05,188800
1974-12-10,0.05,912000
1974-12-11,0.05,185600
1974-12-12,0.05,112000
1974-12-13,0.05,99200
1974-12-16,0.05,54400
1974-12-17,0.05,51200
1974-12-18,0.05,86400
1974-12-19,0.05,550400
1974-12-20,0.05,19200
1974-12-23,0.05,131200
1974-12-24,0.05,32000
1974-12-26,0.05,172800
1974-12-27,0.05,76800
1974-12-30,0.05,182400
1974-12-31,0.05,409600
1975-01-02,0.05,179200
1975-01-03,0.06,160000
1975-01-06,0.05,118400
1975-01-07,0.05,227200
1975-01-08,0.05,96000
1975-01-09,0.05,134400
1975-01-10,0.06,816000
1975-01-13,0.06,339200
1975-01-14,0.06,198400
1975-01-15,0.06,169600
1975-01-16,0.06,361600
1975-01-17,0.06,329600
1975-01-20,0.06,121600
1975-01-21,0.06,188800
1975-01-22,0.07,710400
1975-01-23,0.06,742400
1975-01-24,0.07,844800
1975-01-27,0.07,1126400
1975-01-28,0.07,1046400
1975-01-29,0.07,4284800
1975-01-30,0.07,537600
1975-01-31,0.07,940800
1975-02-03,0.07,2086400
1975-02-04,0.07,979200
1975-02-05,0.07,1606400
1975-02-06,0.07,1084800
1975-02-07,0.07,204800
1975-02-10,0.07,832000
1975-02-11,0.07,1596800
1975-02-12,0.08,1705600
1975-02-13,0.08,2752000
1975-02-14,0.08,668800
1975-02-18,0.07,403200
1975-02-19,0.08,284800
1975-02-20,0.08,294400
1975-02-21,0.08,400000
1975-02-24,0.08,406400
1975-02-25,0.07,480000
1975-02-26,0.07,441600
1975-02-27,0.08,384000
1975-02-28,0.08,515200
1975-03-03,0.08,451200
1975-03-04,0.08,748800
1975-03-05,0.08,876800
1975-03-06,0.08,1513600
1975-03-07,0.08,1539200
1975-03-10,0.08,710400
1975-03-11,0.08,412800
1975-03-12,0.07,560000
1975-03-13,0.07,412800
1975-03-14,0.07,1347200
1975-03-17,0.08,976000
1975-03-18,0.07,995200
1975-03-19,0.07,668800
1975-03-20,0.07,608000
1975-03-21,0.07,278400
1975-03-24,0.07,409600
1975-03-25,0.07,2073600
1975-03-26,0.07,880000
1975-03-27,0.07,1235200
1975-03-31,0.07,7248000
1975-04-01,0.07,822400
1975-04-02,0.06,1548800
1975-04-03,0.06,1980800
1975-04-04,0.06,3424000
1975-04-07,0.06,752000
1975-04-08,0.06,844800
1975-04-09,0.06,451200
1975-04-10,0.06,678400
1975-04-11,0.06,0
1975-04-14,0.07,1308800
1975-04-15,0.06,816000
1975-04-16,0.06,851200
1975-04-17,0.06,1040000
1975-04-18,0.06,294400
1975-04-21,0.07,1161600
1975-04-22,0.07,992000
1975-04-23,0.06,326400
1975-04-24,0.06,243200
1975-04-25,0.07,195200
1975-04-28,0.06,201600
1975-04-29,0.06,323200
1975-04-30,0.06,291200
1975-05-01,0.06,588800
1975-05-02,0.06,2739200
1975-05-05,0.06,1020800
1975-05-06,0.06,1008000
1975-05-07,0.06,822400
1975-05-08,0.05,697600
1975-05-09,0.06,982400
1975-05-12,0.06,275200
1975-05-13,0.06,1020800
1975-05-14,0.06,528000
1975-05-15,0.06,537600
1975-05-16,0.06,259200
1975-05-19,0.07,1040000
1975-05-20,0.07,697600
1975-05-21,0.06,675200
1975-05-22,0.06,233600
1975-05-23,0.06,659200
1975-05-27,0.06,409600
1975-05-28,0.06,576000
1975-05-29,0.06,473600
1975-05-30,0.06,563200
1975-06-02,0.06,2444800
1975-06-03,0.06,4902400
1975-06-04,0.06,5216000
1975-06-05,0.06,2262400
1975-06-06,0.06,953600
1975-06-09,0.06,838400
1975-06-10,0.06,1203200
1975-06-11,0.06,896000
1975-06-12,0.06,777600
1975-06-13,0.06,704000
1975-06-16,0.07,1939200
1975-06-17,0.06,572800
1975-06-18,0.06,403200
1975-06-19,0.06,854400
1975-06-20,0.06,870400
1975-06-23,0.07,1276800
1975-06-24,0.07,1417600
1975-06-25,0.07,2572800
1975-06-26,0.07,1312000
1975-06-27,0.07,806400
1975-06-30,0.07,384000
1975-07-01,0.07,364800
1975-07-02,0.07,601600
1975-07-03,0.07,563200
1975-07-07,0.07,496000
1975-07-08,0.07,2137600
1975-07-09,0.07,2742400
1975-07-10,0.07,2041600
1975-07-11,0.07,1721600
1975-07-14,0.08,998400
1975-07-15,0.08,886400
1975-07-16,0.07,944000
1975-07-17,0.07,784000
1975-07-18,0.08,1132800
1975-07-21,0.08,1609600
1975-07-22,0.08,1331200
1975-07-23,0.07,640000
1975-07-24,0.07,1609600
1975-07-25,0.07,508800
1975-07-28,0.07,313600
1975-07-29,0.07,1065600
1975-07-30,0.07,723200
1975-07-31,0.07,211200
1975-08-01,0.07,294400
1975-08-04,0.07,528000
1975-08-05,0.07,438400
1975-08-06,0.07,588800
1975-08-07,0.07,67200
1975-08-08,0.07,115200
1975-08-11,0.07,275200
1975-08-12,0.07,198400
1975-08-13,0.07,547200
1975-08-14,0.07,291200
1975-08-15,0.07,156800
1975-08-18,0.07,371200
1975-08-19,0.07,214400
1975-08-20,0.06,1075200
1975-08-21,0.06,710400
1975-08-22,0.07,182400
1975-08-25,0.07,169600
1975-08-26,0.06,400000
1975-08-27,0.07,432000
1975-08-28,0.07,128000
1975-08-29,0.07,195200
1975-09-02,0.07,220800
1975-09-03,0.07,364800
1975-09-04,0.07,96000
1975-09-05,0.07,140800
1975-09-08,0.07,76800
1975-09-09,0.07,620800
1975-09-10,0.07,467200
1975-09-11,0.07,41600
1975-09-12,0.07,252800
1975-09-15,0.06,153600
1975-09-16,0.06,262400
1975-09-17,0.06,281600
1975-09-18,0.07,316800
1975-09-19,0.07,224000
1975-09-22,0.07,540800
1975-09-23,0.07,115200
1975-09-24,0.07,281600
1975-09-25,0.07,592000
1975-09-26,0.07,2646400
1975-09-29,0.07,76800
1975-09-30,0.07,268800
1975-10-01,0.07,144000
1975-10-02,0.07,252800
1975-10-03,0.07,137600
1975-10-06,0.07,988800
1975-10-07,0.07,278400
1975-10-08,0.07,265600
1975-10-09,0.07,476800
1975-10-10,0.07,224000
1975-10-13,0.07,163200
1975-10-14,0.07,2838400
1975-10-15,0.08,428800
1975-10-16,0.08,649600
1975-10-17,0.08,512000
1975-10-20,0.08,425600
1975-10-21,0.08,1305600
1975-10-22,0.08,457600
1975-10-23,0.08,1148800
1975-10-24,0.08,512000
1975-10-27,0.08,870400
1975-10-28,0.08,806400
1975-10-29,0.08,729600
1975-10-30,0.08,281600
1975-10-31,0.08,348800
1975-11-03,0.08,291200
1975-11-04,0.08,198400
1975-11-05,0.08,688000
1975-11-06,0.08,614400
1975-11-07,0.08,355200
1975-11-10,0.08,380800
1975-11-11,0.08,451200
1975-11-12,0.08,393600
1975-11-13,0.08,630400
1975-11-14,0.08,278400
1975-11-17,0.09,1360000
1975-11-18,0.09,1248000
1975-11-19,0.08,2192000
1975-11-20,0.08,665600
1975-11-21,0.08,275200
1975-11-24,0.08,1052800
1975-11-25,0.09,1052800
1975-11-26,0.08,809600
1975-11-28,0.08,604800
1975-12-01,0.08,448000
1975-12-02,0.08,2390400
1975-12-03,0.08,435200
1975-12-04,0.08,320000
1975-12-05,0.08,265600
1975-12-08,0.08,528000
1975-12-09,0.08,1366400
1975-12-10,0.07,832000
1975-12-11,0.07,348800
1975-12-12,0.07,124800
1975-12-15,0.07,243200
1975-12-16,0.07,947200
1975-12-17,0.08,326400
1975-12-18,0.07,294400
1975-12-19,0.07,67200
1975-12-22,0.08,268800
1975-12-23,0.08,307200
1975-12-24,0.08,48000
1975-12-26,0.08,198400
1975-12-29,0.08,140800
1975-12-30,0.08,121600
1975-12-31,0.08,185600
1976-01-02,0.08,96000
1976-01-05,0.08,310400
1976-01-06,0.08,620800
1976-01-07,0.08,595200
1976-01-08,0.08,1328000
1976-01-09,0.08,1340800
1976-01-12,0.09,1628800
1976-01-13,0.08,848000
1976-01-14,0.09,816000
1976-01-15,0.09,550400
1976-01-16,0.08,483200
1976-01-19,0.09,496000
1976-01-20,0.09,992000
1976-01-21,0.09,995200
1976-01-22,0.09,236800
1976-01-23,0.09,924800
1976-01-26,0.09,1091200
1976-01-27,0.09,1097600
1976-01-28,0.09,624000
1976-01-29,0.09,3216000
1976-01-30,0.1,2867200
1976-02-02,0.1,1363200
1976-02-03,0.1,947200
1976-02-04,0.1,3014400
1976-02-05,0.1,1552000
1976-02-06,0.1,1091200
1976-02-09,0.09,355200
1976-02-10,0.1,768000
1976-02-11,0.09,528000
1976-02-12,0.1,953600
1976-02-13,0.1,403200
1976-02-17,0.09,608000
1976-02-18,0.09,569600
1976-02-19,0.1,422400
1976-02-20,0.1,1910400
1976-02-23,0.1,876800
1976-02-24,0.1,1260800
1976-02-25,0.1,790400
1976-02-26,0.1,627200
1976-02-27,0.09,284800
1976-03-01,0.1,1020800
1976-03-02,0.1,982400
1976-03-03,0.09,416000
1976-03-04,0.09,483200
1976-03-05,0.09,742400
1976-03-08,0.09,355200
1976-03-09,0.09,707200
1976-03-10,0.08,233600
1976-03-11,0.08,755200
1976-03-12,0.08,787200
1976-03-15,0.08,483200
1976-03-16,0.08,371200
1976-03-17,0.08,406400
1976-03-18,0.08,188800
1976-03-19,0.08,470400
1976-03-22,0.08,374400
1976-03-23,0.08,768000
1976-03-24,0.08,828800
1976-03-25,0.09,489600
1976-03-26,0.09,230400
1976-03-29,0.09,560000
1976-03-30,0.09,448000
1976-03-31,0.09,86400
1976-04-01,0.08,2515200
1976-04-02,0.08,297600
1976-04-05,0.08,121600
1976-04-06,0.09,355200
1976-04-07,0.08,483200
1976-04-08,0.08,252800
1976-04-09,0.08,220800
1976-04-12,0.08,483200
1976-04-13,0.08,572800
1976-04-14,0.08,700800
1976-04-15,0.08,297600
1976-04-19,0.08,227200
1976-04-20,0.08,348800
1976-04-21,0.08,230400
1976-04-22,0.08,1008000
1976-04-23,0.08,294400
1976-04-26,0.08,140800
1976-04-27,0.08,220800
1976-04-28,0.08,659200
1976-04-29,0.08,118400
1976-04-30,0.08,118400
1976-05-03,0.08,83200
1976-05-04,0.08,476800
1976-05-05,0.08,752000
1976-05-06,0.08,428800
1976-05-07,0.08,195200
1976-05-10,0.08,195200
1976-05-11,0.08,121600
1976-05-12,0.08,128000
1976-05-13,0.08,460800
1976-05-14,0.08,224000
1976-05-17,0.08,307200
1976-05-18,0.08,188800
1976-05-19,0.08,115200
1976-05-20,0.08,259200
1976-05-21,0.08,275200
1976-05-24,0.08,483200
1976-05-25,0.08,249600
1976-05-26,0.08,1059200
1976-05-27,0.08,73600
1976-05-28,0.08,1865600
1976-06-01,0.08,595200
1976-06-02,0.08,131200
1976-06-03,0.08,80000
1976-06-04,0.08,230400
1976-06-07,0.08,249600
1976-06-08,0.08,220800
1976-06-09,0.08,108800
1976-06-10,0.08,73600
1976-06-11,0.08,208000
1976-06-14,0.08,364800
1976-06-15,0.08,179200
1976-06-16,0.08,134400
1976-06-17,0.08,515200
1976-06-18,0.08,313600
1976-06-21,0.08,147200
1976-06-22,0.08,169600
1976-06-23,0.07,691200
1976-06-24,0.07,947200
1976-06-25,0.07,707200
1976-06-28,0.08,656000
1976-06-29,0.08,342400
1976-06-30,0.08,390400
1976-07-01,0.08,649600
1976-07-02,0.08,1145600
1976-07-06,0.08,144000
1976-07-07,0.08,246400
1976-07-08,0.09,518400
1976-07-09,0.09,140800
1976-07-12,0.09,1350400
1976-07-13,0.09,1212800
1976-07-14,0.09,374400
1976-07-15,0.09,320000
1976-07-16,0.09,793600
1976-07-19,0.09,326400
1976-07-20,0.08,233600
1976-07-21,0.09,243200
1976-07-22,0.08,163200
1976-07-23,0.09,105600
1976-07-26,0.09,76800
1976-07-27,0.09,83200
1976-07-28,0.09,169600
1976-07-29,0.09,185600
1976-07-30,0.09,217600
1976-08-02,0.09,192000
1976-08-03,0.09,204800
1976-08-04,0.09,588800
1976-08-05,0.09,598400
1976-08-06,0.09,544000
1976-08-09,0.09,412800
1976-08-10,0.09,896000
1976-08-11,0.09,569600
1976-08-12,0.09,736000
1976-08-13,0.1,1113600
1976-08-16,0.09,348800
1976-08-17,0.1,412800
1976-08-18,0.1,284800
1976-08-19,0.09,617600
1976-08-20,0.09,76800
1976-08-23,0.09,755200
1976-08-24,0.09,1414400
1976-08-25,0.09,169600
1976-08-26,0.09,483200
1976-08-27,0.09,1068800
1976-08-30,0.09,115200
1976-08-31,0.09,236800
1976-09-01,0.09,272000
1976-09-02,0.09,332800
1976-09-03,0.09,976000
1976-09-07,0.09,243200
1976-09-08,0.09,249600
1976-09-09,0.09,230400
1976-09-10,0.09,118400
1976-09-13,0.09,156800
1976-09-14,0.09,572800
1976-09-15,0.09,115200
1976-09-16,0.09,470400
1976-09-17,0.1,496000
1976-09-20,0.1,192000
1976-09-21,0.1,355200
1976-09-22,0.09,390400
1976-09-23,0.09,73600
1976-09-24,0.1,89600
1976-09-27,0.1,89600
1976-09-28,0.1,44800
1976-09-29,0.09,51200
1976-09-30,0.09,105600
1976-10-01,0.09,268800
1976-10-04,0.1,249600
1976-10-05,0.09,476800
1976-10-06,0.09,67200
1976-10-07,0.09,76800
1976-10-08,0.09,64000
1976-10-11,0.09,169600
1976-10-12,0.09,96000
1976-10-13,0.1,262400
1976-10-14,0.09,128000
1976-10-15,0.09,96000
1976-10-18,0.09,240000
1976-10-19,0.09,160000
1976-10-20,0.09,96000
1976-10-21,0.09,32000
1976-10-22,0.09,105600
1976-10-25,0.09,108800
1976-10-26,0.09,476800
1976-10-27,0.1,339200
1976-10-28,0.1,102400
1976-10-29,0.1,537600
1976-11-01,0.1,460800
1976-11-03,0.1,236800
1976-11-04,0.1,2822400
1976-11-05,0.1,742400
1976-11-08,0.1,1286400
1976-11-09,0.1,249600
1976-11-10,0.1,73600
1976-11-11,0.1,131200
1976-11-12,0.1,358400
1976-11-15,0.1,710400
1976-11-16,0.1,1523200
1976-11-17,0.1,3977600
1976-11-18,0.1,2739200
1976-11-19,0.11,7462400
1976-11-22,0.11,1939200
1976-11-23,0.11,739200
1976-11-24,0.12,3024000
1976-11-26,0.12,1872000
1976-11-29,0.11,947200
1976-11-30,0.11,457600
1976-12-01,0.11,1001600
1976-12-02,0.11,1190400
1976-12-03,0.12,1843200
1976-12-06,0.12,1884800
1976-12-07,0.12,915200
1976-12-08,0.12,787200
1976-12-09,0.12,1769600
1976-12-10,0.12,924800
1976-12-13,0.12,1273600
1976-12-14,0.12,979200
1976-12-15,0.12,480000
1976-12-16,0.12,304000
1976-12-17,0.12,636800
1976-12-20,0.12,387200
1976-12-21,0.12,1056000
1976-12-22,0.11,873600
1976-12-23,0.11,697600
1976-12-27,0.12,534400
1976-12-28,0.11,179200
1976-12-29,0.12,377600
1976-12-30,0.12,281600
1976-12-31,0.12,246400
1977-01-03,0.12,585600
1977-01-04,0.11,771200
1977-01-05,0.11,214400
1977-01-06,0.12,700800
1977-01-07,0.12,560000
1977-01-10,0.11,1001600
1977-01-11,0.11,345600
1977-01-12,0.11,595200
1977-01-13,0.11,403200
1977-01-14,0.11,502400
1977-01-17,0.11,512000
