,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-33000000.0,-287000000.0,173000000.0,-11000000.0
Change To Liabilities,0.0,0.0,0.0,188000000.0
Total Cashflows From Investing Activities,-145000000.0,43000000.0,86000000.0,325000000.0
Net Borrowings,-20000000.0,-83000000.0,-2117000000.0,5000000.0
Total Cash From Financing Activities,-250000000.0,-372000000.0,723000000.0,-196000000.0
Change To Operating Activities,-912000000.0,-772000000.0,348000000.0,191000000.0
Net Income,538000000.0,1036000000.0,911000000.0,810000000.0
Change In Cash,-556000000.0,-250000000.0,2513000000.0,-111000000.0
Repurchase Of Stock,-6000000.0,-14000000.0,-35000000.0,-31000000.0
Effect Of Exchange Rate,-22000000.0,11000000.0,-19000000.0,31000000.0
Total Cash From Operating Activities,-139000000.0,68000000.0,1723000000.0,-271000000.0
Depreciation,95000000.0,95000000.0,99000000.0,70000000.0
Other Cashflows From Investing Activities,-2000000.0,-2000000.0,-25000000.0,-7000000.0
Dividends Paid,-171000000.0,-151000000.0,-151000000.0,-150000000.0
Other Cashflows From Financing Activities,-53000000.0,-124000000.0,-37000000.0,-25000000.0
Change To Netincome,140000000.0,-291000000.0,365000000.0,-339000000.0
Capital Expenditures,-93000000.0,-76000000.0,-62000000.0,-111000000.0
Issuance Of Stock,,,2080000000.0,5000000.0
Change To Inventory,,,,-12170000000.0
Change To Account Receivables,,,,-68000000.0
