,2020-12-31,2020-09-30,2020-06-30,2020-03-31
Investments,2021276000.0,-5535473000.0,101054500.0,101054500.0
Change To Liabilities,1763306000.0,1958643000.0,329368000.0,329368000.0
Total Cashflows From Investing Activities,1683531000.0,-5924452000.0,-82620000.0,-82620000.0
Net Borrowings,-129990000.0,-79555000.0,-71252500.0,-71252500.0
Total Cash From Financing Activities,15806963000.0,17654501000.0,434164500.0,434164500.0
Change To Operating Activities,69012000.0,-240042000.0,-69379500.0,-69379500.0
Issuance Of Stock,15936953000.0,11462336000.0,11462336000.0,11462336000.0
Net Income,-787421000.0,-1148761000.0,-397901500.0,-397901500.0
Change In Cash,17311512000.0,12334713000.0,-256217500.0,-256217500.0
Effect Of Exchange Rate,-504631000.0,-142588000.0,-1428500.0,-1428500.0
Total Cash From Operating Activities,325649000.0,747252000.0,-606333500.0,-606333500.0
Depreciation,147271000.0,127548000.0,81560000.0,81560000.0
Other Cashflows From Investing Activities,13602000.0,101890000.0,64173000.0,64173000.0
Change To Inventory,-524033000.0,-121542000.0,-167973000.0,-167973000.0
Change To Account Receivables,-238901000.0,-202048000.0,-77479500.0,-77479500.0
Change To Netincome,-104794000.0,373454000.0,-304528000.0,-304528000.0
Capital Expenditures,-215549000.0,-276149000.0,-157184500.0,-157184500.0
