,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,39793000000,26683000000,763000000,198000000,2825000000,2065000000
1,2021,1,39692000000,26532000000,757000000,213000000,2813000000,2107000000
2,2021,2,40015000000,26581000000,2254000000,212000000,2990000000,1817000000
3,2021,3,40129000000,26957000000,2218000000,208000000,3292000000,2324000000
