,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,261830000.0,210677000.0,183855000.0,70081000.0
Capital Surplus,2797297000.0,2743629000.0,2697380000.0,1660379000.0
Total Liab,1228672000.0,1077530000.0,1045833000.0,942527000.0
Total Stockholder Equity,2683631000.0,2561028000.0,2441312000.0,1328015000.0
Other Current Liab,98095000.0,73445000.0,137937000.0,61630000.0
Total Assets,3912303000.0,3638558000.0,3487145000.0,2270542000.0
Common Stock,13000.0,13000.0,13000.0,13000.0
Other Current Assets,11900000.0,15300000.0,81483000.0,434000.0
Retained Earnings,-113708000.0,-182643000.0,-256110000.0,-332406000.0
Other Liab,83636000.0,44306000.0,27160000.0,24402000.0
Good Will,146784000.0,146784000.0,125684000.0,73058000.0
Treasury Stock,29000.0,29000.0,29000.0,29000.0
Other Assets,24611000.0,22372000.0,7977000.0,8369000.0
Cash,2179745000.0,2083273000.0,2077514000.0,1092815000.0
Total Current Liabilities,668064000.0,611348000.0,628116000.0,520321000.0
Short Long Term Debt,8630000.0,7377000.0,6125000.0,4874000.0
Other Stockholder Equity,29000.0,29000.0,29000.0,29000.0
Property Plant Equipment,517297000.0,459493000.0,420238000.0,421394000.0
Total Current Assets,2961781000.0,2799232000.0,2749391000.0,1697640000.0
Net Tangible Assets,2275017000.0,2203567000.0,2131773000.0,1184876000.0
Net Receivables,643584000.0,625196000.0,524857000.0,531283000.0
Long Term Debt,82457000.0,84928000.0,87398000.0,89868000.0
Inventory,75945000.0,47996000.0,41246000.0,53895000.0
Accounts Payable,131818000.0,132483000.0,96468000.0,112314000.0
