,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-12810000.0,-4405000.0,-15956000.0,32077000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-606538000.0,-355776000.0,41039000.0,-168111000.0
Net Borrowings,73269000.0,269231000.0,8296000.0,63614000.0
Total Cash From Financing Activities,446689000.0,150694000.0,-154215000.0,20358000.0
Change To Operating Activities,-16185000.0,20108000.0,-21329000.0,-21980000.0
Issuance Of Stock,499337000.0,499337000.0,499337000.0,102234000.0
Net Income,17731000.0,11720000.0,3104000.0,26532000.0
Change In Cash,-6837000.0,1470000.0,10429000.0,-29000.0
Total Cash From Operating Activities,153012000.0,206552000.0,123605000.0,147724000.0
Depreciation,155905000.0,148771000.0,146689000.0,148209000.0
Other Cashflows From Investing Activities,113875000.0,-3860000.0,2800000.0,-892000.0
Dividends Paid,-108659000.0,-108664000.0,-107878000.0,-107091000.0
Other Cashflows From Financing Activities,-17258000.0,-9873000.0,-54633000.0,-38399000.0
Change To Netincome,-4439000.0,25953000.0,-4859000.0,-5037000.0
Capital Expenditures,-2933000.0,-4113000.0,-3041000.0,337000.0
