,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,65000000.0,-41000000.0,30000000.0,90000000.0
Total Cashflows From Investing Activities,-845000000.0,-820000000.0,-838000000.0,-1235000000.0
Net Borrowings,-52000000.0,538000000.0,306000000.0,444000000.0
Total Cash From Financing Activities,-249000000.0,357000000.0,169000000.0,308000000.0
Change To Operating Activities,-51000000.0,1000000.0,-79000000.0,-7000000.0
Issuance Of Stock,8000000.0,9000000.0,35000000.0,8000000.0
Net Income,311000000.0,269000000.0,371000000.0,348000000.0
Change In Cash,-374000000.0,282000000.0,68000000.0,-245000000.0
Effect Of Exchange Rate,9000000.0,5000000.0,-2000000.0,-18000000.0
Total Cash From Operating Activities,711000000.0,740000000.0,739000000.0,700000000.0
Depreciation,380000000.0,369000000.0,372000000.0,347000000.0
Other Cashflows From Investing Activities,-27000000.0,-30000000.0,-34000000.0,6000000.0
Dividends Paid,-168000000.0,-166000000.0,-163000000.0,-167000000.0
Change To Inventory,-108000000.0,-25000000.0,25000000.0,20000000.0
Change To Account Receivables,31000000.0,91000000.0,-49000000.0,-209000000.0
Other Cashflows From Financing Activities,-37000000.0,-24000000.0,-9000000.0,23000000.0
Change To Netincome,83000000.0,76000000.0,69000000.0,111000000.0
Capital Expenditures,-777000000.0,-751000000.0,-764000000.0,-1204000000.0
