,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,6000000.0,0.0,250000000.0,6330000.0
Total Cashflows From Investing Activities,45000000.0,-85000000.0,115000000.0,-68737000.0
Net Borrowings,-405000000.0,-9000000.0,-116000000.0,-11691000.0
Total Cash From Financing Activities,-595000000.0,-212000000.0,-215000000.0,-93561000.0
Change To Operating Activities,55000000.0,-73000000.0,47000000.0,75445000.0
Issuance Of Stock,3000000.0,2000000.0,3000000.0,3000000.0
Net Income,194000000.0,28000000.0,-42000000.0,67589000.0
Change In Cash,-148000000.0,62000000.0,221000000.0,176346000.0
Repurchase Of Stock,-1000000.0,-13000000.0,-6000000.0,-437000.0
Effect Of Exchange Rate,-26000000.0,19000000.0,-37000000.0,39574000.0
Total Cash From Operating Activities,428000000.0,340000000.0,358000000.0,299070000.0
Depreciation,297000000.0,322000000.0,242000000.0,81784000.0
Dividends Paid,-192000000.0,-192000000.0,-82000000.0,-82311000.0
Change To Inventory,-100000000.0,-248000000.0,118000000.0,60695000.0
Change To Account Receivables,-9000000.0,-30000000.0,-175000000.0,33313000.0
Change To Netincome,-15000000.0,341000000.0,-82000000.0,-26086000.0
Capital Expenditures,-77000000.0,-72000000.0,-93000000.0,-67724000.0
Other Cashflows From Financing Activities,,,-14000000.0,878000.0
