,2021-09-12,2021-06-20,2021-03-28,2021-01-03
Change To Liabilities,0.0,0.0,0.0,68954000.0
Total Cashflows From Investing Activities,-17476000.0,-16430000.0,-56440000.0,-37858000.0
Net Borrowings,-13646000.0,968157000.0,-704000.0,-11215000.0
Total Cash From Financing Activities,-126926000.0,-78104000.0,-23119000.0,-292822000.0
Change To Operating Activities,56372000.0,-806000.0,13713000.0,18701000.0
Issuance Of Stock,6923000.0,5332000.0,3693000.0,4444000.0
Net Income,120402000.0,116619000.0,117761000.0,151897000.0
Change In Cash,44540000.0,48171000.0,73453000.0,-107767000.0
Repurchase Of Stock,-85417000.0,-1000043000.0,-26044000.0,-225219000.0
Effect Of Exchange Rate,-244000.0,141000.0,161000.0,518000.0
Total Cash From Operating Activities,189186000.0,142564000.0,152851000.0,222395000.0
Depreciation,16578000.0,17176000.0,16465000.0,-2078000.0
Other Cashflows From Investing Activities,13000.0,172000.0,121000.0,-416000.0
Dividends Paid,-34786000.0,-36368000.0,-64000.0,-60832000.0
Change To Netincome,-5498000.0,6340000.0,3709000.0,18541000.0
Capital Expenditures,-17489000.0,-16602000.0,-16561000.0,-37605000.0
Other Cashflows From Financing Activities,,-15182000.0,-15182000.0,-15182000.0
Investments,,,-40000000.0,-40000000.0
Change To Inventory,,,,-24959000.0
Change To Account Receivables,,,,-33334000.0
