,2021-08-31,2021-05-31,2021-02-28,2020-11-30
Intangible Assets,3478300000.0,3494500000.0,3500900000.0,3355400000.0
Total Liab,8481300000.0,8469700000.0,8520400000.0,8149700000.0
Total Stockholder Equity,4386500000.0,4325300000.0,4149500000.0,3926100000.0
Minority Interest,16600000.0,15500000.0,15200000.0,13900000.0
Other Current Liab,18800000.0,9000000.0,13200000.0,117700000.0
Total Assets,12884400000.0,12810500000.0,12685100000.0,12089700000.0
Common Stock,2042100000.0,2027100000.0,1998400000.0,1981300000.0
Other Current Assets,6200000.0,2900000.0,2700000.0,60900000.0
Retained Earnings,2780000000.0,2660500000.0,2573600000.0,2415600000.0
Other Liab,1335000000.0,1327500000.0,1336200000.0,1245900000.0
Good Will,5379500000.0,5428800000.0,5397000000.0,4986300000.0
Treasury Stock,-435600000.0,-362300000.0,-422500000.0,-470800000.0
Other Assets,752200000.0,721800000.0,761700000.0,176300000.0
Cash,312600000.0,291800000.0,256100000.0,423600000.0
Total Current Liabilities,3161300000.0,2381200000.0,2423700000.0,3046500000.0
Short Long Term Debt,768500000.0,267800000.0,265900000.0,256800000.0
Other Stockholder Equity,-435600000.0,-362300000.0,-422500000.0,-470800000.0
Property Plant Equipment,1113500000.0,1112800000.0,1070800000.0,1165200000.0
Total Current Assets,2160900000.0,2052600000.0,1954700000.0,2083600000.0
Net Tangible Assets,-4471300000.0,-4598000000.0,-4748400000.0,-4415600000.0
Net Receivables,541000000.0,500400000.0,515900000.0,528500000.0
Long Term Debt,3985000000.0,4761000000.0,4760500000.0,3630000000.0
Inventory,1202400000.0,1147800000.0,1073400000.0,1032600000.0
Accounts Payable,1023100000.0,1040500000.0,967400000.0,1032300000.0
Long Term Investments,,,,322900000.0
