,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,1806748000.0,534974000.0,-2014050000.0,1721495000.0
Total Cashflows From Investing Activities,-171349000.0,-5655996000.0,-248822000.0,-65410000.0
Net Borrowings,-403763000.0,550670000.0,2500895000.0,-431250000.0
Total Cash From Financing Activities,-444607000.0,488940000.0,2452987000.0,-544471000.0
Change To Operating Activities,-75314000.0,341666000.0,29145000.0,-142592000.0
Issuance Of Stock,34453000.0,33971000.0,72110000.0,58216000.0
Net Income,437698000.0,292122000.0,435267000.0,374845000.0
Change In Cash,388385000.0,-3959437000.0,1750262000.0,293172000.0
Repurchase Of Stock,-17000.0,-17000.0,-26256000.0,-79424000.0
Effect Of Exchange Rate,-3725000.0,-3725000.0,-3725000.0,-3725000.0
Total Cash From Operating Activities,1009817000.0,1207619000.0,-453903000.0,903053000.0
Depreciation,171316000.0,127953000.0,103066000.0,102751000.0
Other Cashflows From Investing Activities,5345000.0,2516000.0,2516000.0,2516000.0
Dividends Paid,-92607000.0,-91676000.0,-91262000.0,-91103000.0
Change To Inventory,-521636000.0,-280414000.0,231165000.0,-545459000.0
Change To Account Receivables,-813233000.0,76925000.0,712725000.0,-906495000.0
Other Cashflows From Financing Activities,17327000.0,-4025000.0,-2500000.0,-910000.0
Change To Netincome,-20844000.0,56996000.0,74098000.0,134296000.0
Capital Expenditures,-164810000.0,-121795000.0,-86202000.0,-65410000.0
Investments,,,-162620000.0,-162620000.0
