,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,9468000000.0,9880000000.0,9866000000.0,10076000000.0
Total Liab,36375000000.0,36933000000.0,36757000000.0,37227000000.0
Total Stockholder Equity,7479000000.0,7430000000.0,7360000000.0,7237000000.0
Deferred Long Term Liab,90000000.0,97000000.0,91000000.0,82000000.0
Other Current Liab,1328000000.0,865000000.0,1192000000.0,1158000000.0
Total Assets,43854000000.0,44363000000.0,44117000000.0,44464000000.0
Common Stock,54000000.0,54000000.0,54000000.0,54000000.0
Other Current Assets,162000000.0,58000000.0,45000000.0,67000000.0
Retained Earnings,-2032000000.0,-2495000000.0,-2553000000.0,-2888000000.0
Other Liab,9778000000.0,10037000000.0,9929000000.0,9829000000.0
Good Will,5618000000.0,5618000000.0,5618000000.0,5618000000.0
Treasury Stock,-11000000.0,-9000000.0,-7000000.0,-5000000.0
Other Assets,767000000.0,910000000.0,1065000000.0,1178000000.0
Cash,577000000.0,1254000000.0,1281000000.0,1734000000.0
Total Current Liabilities,4094000000.0,3871000000.0,4624000000.0,5004000000.0
Short Long Term Debt,1230000000.0,733000000.0,539000000.0,132000000.0
Other Stockholder Equity,-11000000.0,-9000000.0,-7000000.0,-5000000.0
Property Plant Equipment,34305000000.0,34017000000.0,33640000000.0,33559000000.0
Total Current Assets,2532000000.0,3196000000.0,3188000000.0,3714000000.0
Long Term Investments,632000000.0,622000000.0,606000000.0,322000000.0
Net Tangible Assets,1861000000.0,1812000000.0,1742000000.0,1546000000.0
Net Receivables,1364000000.0,1318000000.0,1278000000.0,1439000000.0
Long Term Debt,22503000000.0,23025000000.0,22204000000.0,22100000000.0
Inventory,245000000.0,274000000.0,303000000.0,317000000.0
Accounts Payable,876000000.0,1184000000.0,870000000.0,827000000.0
Intangible Assets,,,,73000000.0
