Date,Dividends
2010-06-16,0.912589
2010-10-27,0.523968
2011-05-26,0.2624
2011-10-26,0.135
2012-05-18,0.3
2012-10-18,0.138
2013-05-20,0.309
2013-10-11,0.112
2014-05-22,0.264
2014-10-14,0.107
2015-05-07,0.235
2015-09-29,0.089
2016-05-06,0.171
2016-09-29,0.084
2017-05-01,0.17
2017-10-06,0.082
2018-05-04,0.187
2018-10-10,0.08
2019-05-06,0.217
2019-10-09,0.08
2020-06-26,0.216253
2020-10-09,0.036762
2021-05-05,0.121508
2021-10-08,0.062955
