,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,5928348000,3328210000,1671000,28526000,2737652000,2583645000
1,2021,1,6162606000,3440540000,1671000,29597000,2618149000,2471543000
2,2021,2,6323394000,3524366000,1671000,31704000,2908370000,2736208000
3,2021,3,6513190000,3590962000,1671000,31590000,3144812000,2944983000
