,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,370300000.0,-4800000.0,582800000.0,467800000.0
Change To Liabilities,185000000.0,63100000.0,-138800000.0,-160200000.0
Total Cashflows From Investing Activities,180500000.0,27100000.0,663800000.0,439300000.0
Net Borrowings,-61000000.0,281100000.0,-98800000.0,-69200000.0
Total Cash From Financing Activities,-59800000.0,284300000.0,-94900000.0,-55600000.0
Change To Operating Activities,-150100000.0,712600000.0,-31700000.0,-464900000.0
Issuance Of Stock,1200000.0,3200000.0,3900000.0,13600000.0
Net Income,225000000.0,-272600000.0,-283800000.0,-320800000.0
Change In Cash,566300000.0,901200000.0,243000000.0,-544400000.0
Effect Of Exchange Rate,300000.0,-4400000.0,67500000.0,-31400000.0
Total Cash From Operating Activities,445300000.0,594200000.0,-393400000.0,-896700000.0
Depreciation,201900000.0,134300000.0,131600000.0,142900000.0
Other Cashflows From Investing Activities,11400000.0,113900000.0,263600000.0,-28500000.0
Change To Inventory,200000.0,-200000.0,-200000.0,100000.0
Change To Account Receivables,-17400000.0,-3700000.0,17200000.0,-2800000.0
Change To Netincome,700000.0,-39300000.0,-87900000.0,-91000000.0
Capital Expenditures,-229400000.0,-82000000.0,-294700000.0,-294700000.0
