,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,5548000000.0,5469000000.0,5521000000.0,4903000000.0
Capital Surplus,178000000.0,179000000.0,176000000.0,186000000.0
Total Liab,584730000000.0,576220000000.0,565374000000.0,573475000000.0
Total Stockholder Equity,24203000000.0,22031000000.0,21691000000.0,21314000000.0
Minority Interest,3315000000.0,3211000000.0,2980000000.0,2987000000.0
Other Current Liab,1513000000.0,1289000000.0,1581000000.0,3724000000.0
Total Assets,614962000000.0,604176000000.0,592759000000.0,600490000000.0
Common Stock,5744000000.0,5713000000.0,5669000000.0,5651000000.0
Other Current Assets,20973000000.0,20956000000.0,20921000000.0,24447000000.0
Retained Earnings,16118000000.0,15660000000.0,15290000000.0,14990000000.0
Other Liab,569724000000.0,561349000000.0,550205000000.0,554700000000.0
Good Will,8904000000.0,8752000000.0,8784000000.0,10106000000.0
Treasury Stock,2163000000.0,479000000.0,556000000.0,487000000.0
Other Assets,411178000000.0,408456000000.0,397969000000.0,396910000000.0
Cash,6890000000.0,6708000000.0,5616000000.0,7438000000.0
Total Current Liabilities,6233000000.0,5568000000.0,5704000000.0,9572000000.0
Deferred Long Term Asset Charges,914000000.0,849000000.0,925000000.0,975000000.0
Other Stockholder Equity,2163000000.0,479000000.0,556000000.0,487000000.0
Property Plant Equipment,1164000000.0,1143000000.0,1154000000.0,1604000000.0
Total Current Assets,151571000000.0,145282000000.0,143892000000.0,151602000000.0
Long Term Investments,36597000000.0,35074000000.0,35439000000.0,35365000000.0
Net Tangible Assets,9751000000.0,7810000000.0,7386000000.0,6923000000.0
Net Receivables,6687000000.0,6588000000.0,6303000000.0,5331000000.0
Long Term Debt,8773000000.0,9303000000.0,9465000000.0,8723000000.0
Accounts Payable,4720000000.0,4279000000.0,4123000000.0,4346000000.0
