,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-5356000000.0,1563000000.0,-3244000000.0,842000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-6036000000.0,556000000.0,-3531000000.0,464000000.0
Net Borrowings,861000000.0,-80000000.0,-108000000.0,817000000.0
Total Cash From Financing Activities,439000000.0,-477000000.0,-529000000.0,381000000.0
Change To Operating Activities,3501000000.0,2401000000.0,-3922000000.0,3538000000.0
Issuance Of Stock,31000000.0,44000000.0,18000000.0,4000000.0
Net Income,905000000.0,817000000.0,740000000.0,945000000.0
Change In Cash,182000000.0,1092000000.0,-2330000000.0,2574000000.0
Effect Of Exchange Rate,90000000.0,-49000000.0,-63000000.0,-167000000.0
Total Cash From Operating Activities,5689000000.0,1062000000.0,1793000000.0,1896000000.0
Depreciation,82000000.0,86000000.0,79000000.0,263000000.0
Dividends Paid,-440000000.0,-441000000.0,-439000000.0,-440000000.0
Other Cashflows From Financing Activities,-13000000.0,-13000000.0,-13000000.0,-13000000.0
Change To Netincome,1201000000.0,-2242000000.0,4896000000.0,-2850000000.0
