,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,3407061000,2390814000,1164000,0,163562000,407102000
1,2021,1,3255269000,2329079000,1173000,0,177566000,377857000
2,2021,2,3509429000,2656067000,1186000,0,220553000,410112000
3,2021,3,3472313000,2716420000,1195000,0,187633000,392147000
