,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,70522000000.0,14497000000.0,-38539000000.0,44893000000.0
Change To Liabilities,4876000000.0,-572000000.0,6766000000.0,3697000000.0
Total Cashflows From Investing Activities,61247000000.0,880000000.0,-49389000000.0,36948000000.0
Net Borrowings,-234000000.0,-525000000.0,-74000000.0,334000000.0
Total Cash From Financing Activities,-68150000000.0,-374000000.0,-214000000.0,1075000000.0
Change To Operating Activities,-7520000000.0,-10809000000.0,-6463000000.0,-4980000000.0
Issuance Of Stock,175000000.0,244000000.0,620000000.0,1088000000.0
Net Income,-3385000000.0,-3879000000.0,-2977000000.0,813000000.0
Change In Cash,-6427000000.0,-5011000000.0,-39521000000.0,38933000000.0
Repurchase Of Stock,-3530000000.0,-3530000000.0,-3530000000.0,-3530000000.0
Effect Of Exchange Rate,-1726000000.0,-644000000.0,1521000000.0,-5228000000.0
Total Cash From Operating Activities,2202000000.0,-4873000000.0,8561000000.0,6138000000.0
Depreciation,9145000000.0,8272000000.0,7656000000.0,5551000000.0
Change To Inventory,-269000000.0,-382000000.0,-1606000000.0,-1501000000.0
Change To Account Receivables,-3961000000.0,-910000000.0,-1566000000.0,-6555000000.0
Other Cashflows From Financing Activities,-64561000000.0,-93000000.0,-760000000.0,-347000000.0
Change To Netincome,425000000.0,1206000000.0,4844000000.0,5949000000.0
Capital Expenditures,-8498000000.0,-13685000000.0,-3559000000.0,-7176000000.0
