,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,3051135000.0,3119709000.0,3210221000.0,1782962000.0
Capital Surplus,4310886000.0,4260337000.0,4199823000.0,4245945000.0
Total Liab,4158474000.0,4133780000.0,3991840000.0,2047265000.0
Total Stockholder Equity,4450214000.0,4073636000.0,3854770000.0,4025351000.0
Deferred Long Term Liab,880000000.0,880000000.0,880000000.0,
Other Current Liab,98117000.0,78784000.0,55258000.0,56964000.0
Total Assets,8608688000.0,8207416000.0,7846610000.0,6072616000.0
Common Stock,22000.0,22000.0,22000.0,22000.0
Other Current Assets,106651000.0,176403000.0,107621000.0,74404000.0
Retained Earnings,145423000.0,-181120000.0,-339237000.0,-215886000.0
Other Liab,651767000.0,617026000.0,611579000.0,124946000.0
Good Will,1069031000.0,1069031000.0,1076388000.0,413669000.0
Treasury Stock,-6117000.0,-5603000.0,-5838000.0,-4730000.0
Other Assets,1691664000.0,1517854000.0,1485076000.0,571540000.0
Cash,1068547000.0,812319000.0,811609000.0,2079906000.0
Total Current Liabilities,854043000.0,852810000.0,773844000.0,875740000.0
Deferred Long Term Asset Charges,782852000.0,610559000.0,589618000.0,560841000.0
Short Long Term Debt,16000000.0,16000000.0,16000000.0,
Other Stockholder Equity,-1532000.0,-1018000.0,-1253000.0,-145000.0
Property Plant Equipment,362237000.0,305242000.0,226057000.0,223437000.0
Total Current Assets,2413921000.0,2175380000.0,1831368000.0,3070408000.0
Long Term Investments,20700000.0,20200000.0,17500000.0,10600000.0
Net Tangible Assets,330048000.0,-115104000.0,-431839000.0,1828720000.0
Net Receivables,775371000.0,735433000.0,443172000.0,659701000.0
Long Term Debt,2557864000.0,2560444000.0,2562517000.0,1003379000.0
Inventory,406281000.0,393392000.0,406059000.0,212963000.0
Accounts Payable,50724000.0,51947000.0,42986000.0,37710000.0
