,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-2219000.0,-3770000.0,-3808000.0,-4377000.0
Change To Liabilities,-2666000.0,9313000.0,993000.0,-1694000.0
Total Cashflows From Investing Activities,-142104000.0,-85664000.0,-2729499000.0,-65430000.0
Net Borrowings,-4000000.0,-6619000.0,1577612000.0,1577612000.0
Total Cash From Financing Activities,-8255000.0,-528000.0,1469194000.0,4097000.0
Change To Operating Activities,82783000.0,27663000.0,-203204000.0,69471000.0
Issuance Of Stock,12174000.0,19478000.0,19843000.0,10850000.0
Net Income,326543000.0,158117000.0,-123351000.0,190557000.0
Change In Cash,256228000.0,710000.0,-1268031000.0,354503000.0
Repurchase Of Stock,-16429000.0,-13387000.0,-128261000.0,-6753000.0
Effect Of Exchange Rate,-4453000.0,-2500000.0,-3998000.0,6019000.0
Total Cash From Operating Activities,411040000.0,89402000.0,-3728000.0,409817000.0
Depreciation,4112000.0,3393000.0,4451000.0,5074000.0
Change To Inventory,21219000.0,-18053000.0,-13660000.0,1878000.0
Change To Account Receivables,-39762000.0,-292589000.0,224575000.0,46219000.0
Change To Netincome,-73057000.0,111568000.0,39326000.0,33226000.0
Capital Expenditures,-27440000.0,-13922000.0,-18333000.0,-36453000.0
