,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,3755100000.0,3753800000.0,3834000000.0,3961100000.0
Total Liab,10321400000.0,10151000000.0,10374700000.0,10691300000.0
Total Stockholder Equity,10524500000.0,10245100000.0,10021500000.0,9359700000.0
Minority Interest,20600000.0,21000000.0,20900000.0,20700000.0
Other Current Liab,593900000.0,546700000.0,540300000.0,1241000000.0
Total Assets,20866500000.0,20417100000.0,20417100000.0,20071700000.0
Common Stock,8800000.0,8900000.0,9000000.0,9000000.0
Retained Earnings,10786600000.0,10417400000.0,10171900000.0,9402300000.0
Other Liab,1298800000.0,1328900000.0,1344600000.0,1431800000.0
Good Will,7906800000.0,7744500000.0,7720500000.0,7751500000.0
Treasury Stock,-270900000.0,-181200000.0,-226500000.0,-161900000.0
Other Assets,425800000.0,431900000.0,442500000.0,350900000.0
Cash,2036500000.0,1963200000.0,1890800000.0,1320800000.0
Total Current Liabilities,2888400000.0,2667100000.0,3368700000.0,3078500000.0
Deferred Long Term Asset Charges,23800000.0,23700000.0,20200000.0,20600000.0
Short Long Term Debt,1600000.0,1800000.0,501400000.0,376700000.0
Other Stockholder Equity,-270900000.0,-181200000.0,-226500000.0,-161900000.0
Property Plant Equipment,2692200000.0,2701800000.0,2697000000.0,2809300000.0
Total Current Assets,6020500000.0,5693500000.0,5638100000.0,5125400000.0
Long Term Investments,66100000.0,91600000.0,85000000.0,73500000.0
Net Tangible Assets,-1137400000.0,-1253200000.0,-1533000000.0,-2352900000.0
Short Term Investments,18500000.0,800000.0,,
Net Receivables,3055000000.0,2847100000.0,2903000000.0,3016600000.0
Long Term Debt,5417200000.0,5422600000.0,4920900000.0,5419000000.0
Inventory,410700000.0,421300000.0,427500000.0,423200000.0
Accounts Payable,669400000.0,599900000.0,621300000.0,638900000.0
Capital Surplus,,,67100000.0,110300000.0
