,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,2300000.0,-6400000.0,-5500000.0,-10800000.0
Change To Liabilities,125000000.0,-21500000.0,14900000.0,-18300000.0
Total Cashflows From Investing Activities,-407300000.0,-90400000.0,-132400000.0,-128000000.0
Total Cash From Financing Activities,-281700000.0,-325400000.0,-450100000.0,-1000000.0
Change To Operating Activities,24200000.0,-213800000.0,43200000.0,-96600000.0
Issuance Of Stock,24200000.0,1900000.0,24700000.0,5300000.0
Net Income,587300000.0,467400000.0,769600000.0,938300000.0
Change In Cash,73300000.0,72400000.0,570000000.0,653600000.0
Repurchase Of Stock,-301400000.0,-314900000.0,-96600000.0,-2500000.0
Effect Of Exchange Rate,-5000000.0,1000000.0,-5100000.0,8000000.0
Total Cash From Operating Activities,767300000.0,487200000.0,1157600000.0,774600000.0
Depreciation,204900000.0,255400000.0,154700000.0,-89100000.0
Change To Inventory,11000000.0,-12800000.0,-4700000.0,-49100000.0
Change To Account Receivables,-215000000.0,60500000.0,104200000.0,-291200000.0
Other Cashflows From Financing Activities,-4500000.0,-12400000.0,-3200000.0,-3800000.0
Change To Netincome,29900000.0,-48000000.0,75700000.0,285800000.0
Capital Expenditures,-117800000.0,-97200000.0,-95400000.0,-99400000.0
Net Borrowings,,,-375000000.0,-375000000.0
