,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Intangible Assets,17511000000.0,18059000000.0,17330000000.0,17275000000.0
Capital Surplus,284000000.0,284000000.0,2803000000.0,2476000000.0
Total Liab,1802831000000.0,1863443000000.0,1864726000000.0,1850356000000.0
Total Stockholder Equity,143354000000.0,147255000000.0,142993000000.0,135825000000.0
Minority Interest,11060000000.0,12519000000.0,11532000000.0,12103000000.0
Other Current Liab,126809000000.0,114767000000.0,148600000000.0,136234000000.0
Total Assets,1957245000000.0,2023217000000.0,2019251000000.0,1998284000000.0
Common Stock,90729000000.0,97148000000.0,97148000000.0,97148000000.0
Other Current Assets,119670000000.0,114776000000.0,105648000000.0,113228000000.0
Retained Earnings,55158000000.0,52066000000.0,46869000000.0,39965000000.0
Other Liab,276621000000.0,273027000000.0,244015000000.0,239666000000.0
Treasury Stock,-2817000000.0,-2243000000.0,-3827000000.0,-3764000000.0
Other Assets,901771000000.0,905922000000.0,848213000000.0,804929000000.0
Cash,46110000000.0,45055000000.0,50112000000.0,55187000000.0
Total Current Liabilities,1302585000000.0,1343052000000.0,1387294000000.0,1356244000000.0
Deferred Long Term Asset Charges,53635000000.0,57837000000.0,56583000000.0,62455000000.0
Short Long Term Debt,208121000000.0,201204000000.0,188083000000.0,160622000000.0
Other Stockholder Equity,-2289000000.0,-1710000000.0,-2920000000.0,-2857000000.0
Property Plant Equipment,11450000000.0,11861000000.0,11769000000.0,11786000000.0
Total Current Assets,485183000000.0,523278000000.0,565777000000.0,651158000000.0
Long Term Investments,541330000000.0,564097000000.0,576162000000.0,513136000000.0
Net Tangible Assets,125843000000.0,129196000000.0,125663000000.0,118550000000.0
Short Term Investments,213704000000.0,249116000000.0,292750000000.0,373846000000.0
Net Receivables,7260000000.0,8570000000.0,9512000000.0,5324000000.0
Long Term Debt,218750000000.0,242187000000.0,228397000000.0,249326000000.0
Accounts Payable,793501000000.0,821379000000.0,809010000000.0,765019000000.0
