,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,-10262000000.0,12546000000.0,-6866000000.0,24109000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-11893000000.0,11462000000.0,-8133000000.0,23007000000.0
Net Borrowings,-6214000000.0,-5214000000.0,1380000000.0,-2526000000.0
Total Cash From Financing Activities,-46311000000.0,5354000000.0,45153000000.0,34901000000.0
Change To Operating Activities,23857000000.0,-15357000000.0,15036000000.0,-49484000000.0
Net Income,8404000000.0,5684000000.0,8982000000.0,4732000000.0
Change In Cash,8063000000.0,-20548000000.0,-7941000000.0,13387000000.0
Effect Of Exchange Rate,14421000000.0,-12106000000.0,4175000000.0,-2149000000.0
Total Cash From Operating Activities,51846000000.0,-25258000000.0,-49136000000.0,-42372000000.0
Depreciation,758000000.0,803000000.0,929000000.0,670000000.0
Dividends Paid,-440000000.0,-2762000000.0,-439000000.0,-879000000.0
Other Cashflows From Financing Activities,-39657000000.0,12820000000.0,44212000000.0,38306000000.0
Change To Netincome,-2958000000.0,13013000000.0,573000000.0,9802000000.0
Capital Expenditures,-312000000.0,-298000000.0,-141000000.0,-412000000.0
Issuance Of Stock,,510000000.0,510000000.0,510000000.0
Other Cashflows From Investing Activities,,-5000000.0,-5000000.0,-5000000.0
