,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,13653000000.0,12406000000.0,11807000000.0,11767000000.0
Total Liab,49091000000.0,38827000000.0,39290000000.0,39658000000.0
Total Stockholder Equity,4811000000.0,4275000000.0,4129000000.0,4233000000.0
Minority Interest,19412000000.0,15852000000.0,16499000000.0,16310000000.0
Other Current Liab,2765000000.0,2321000000.0,2255000000.0,1305000000.0
Total Assets,74452000000.0,60278000000.0,61242000000.0,61331000000.0
Common Stock,5537000000.0,5532000000.0,5529000000.0,5526000000.0
Other Current Assets,957000000.0,1156000000.0,2486000000.0,34000000.0
Retained Earnings,-2011000000.0,-2157000000.0,-2357000000.0,-2285000000.0
Other Liab,8826000000.0,7508000000.0,8334000000.0,8465000000.0
Good Will,8614000000.0,6811000000.0,6570000000.0,6634000000.0
Treasury Stock,1285000000.0,900000000.0,957000000.0,992000000.0
Other Assets,1714000000.0,1566000000.0,1486000000.0,1738000000.0
Cash,1840000000.0,1275000000.0,1140000000.0,867000000.0
Total Current Liabilities,10184000000.0,7013000000.0,7091000000.0,5524000000.0
Deferred Long Term Asset Charges,153000000.0,136000000.0,113000000.0,124000000.0
Short Long Term Debt,2765000000.0,1332000000.0,1345000000.0,1801000000.0
Other Stockholder Equity,1285000000.0,900000000.0,957000000.0,992000000.0
Property Plant Equipment,38291000000.0,28005000000.0,29197000000.0,31584000000.0
Total Current Assets,6639000000.0,5878000000.0,6752000000.0,3711000000.0
Long Term Investments,5541000000.0,5612000000.0,5430000000.0,5897000000.0
Net Tangible Assets,-17456000000.0,-14942000000.0,-14248000000.0,-14168000000.0
Short Term Investments,985000000.0,1121000000.0,1036000000.0,574000000.0
Net Receivables,2496000000.0,2041000000.0,1877000000.0,1531000000.0
Long Term Debt,26543000000.0,21013000000.0,20528000000.0,22072000000.0
Inventory,361000000.0,285000000.0,213000000.0,221000000.0
Accounts Payable,3963000000.0,2696000000.0,3319000000.0,1461000000.0
