,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,105051000000,86791000000,5526000000,52000000,10779000000,9868000000
1,2021,1,103010000000,83858000000,12227000000,52000000,10656000000,9770000000
2,2021,2,113610000000,81011000000,5638000000,446000000,9258000000,1515000000
3,2021,3,109156000000,76746000000,23302000000,121000000,9689000000,8983000000
