,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,44944000000,24596000000,333000000,85000000,7686000000,7326500000
1,2020,4,44944000000,24596000000,333000000,85000000,7686000000,7326500000
2,2021,1,44529000000,24457000000,317000000,364500000,7022000000,6629500000
3,2021,2,44529000000,24457000000,317000000,364500000,7022000000,6629500000
