,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Capital Surplus,6875508000.0,6862879000.0,6864185000.0,6876326000.0
Total Liab,6624044000.0,6575470000.0,6542951000.0,6720746000.0
Total Stockholder Equity,5949232000.0,5953455000.0,6025176000.0,6000410000.0
Minority Interest,215365000.0,218274000.0,222077000.0,215021000.0
Deferred Long Term Liab,4600000.0,3000000.0,3300000.0,3700000.0
Other Current Liab,207450000.0,177570000.0,180674000.0,206279000.0
Total Assets,12788641000.0,12747199000.0,12790204000.0,12936177000.0
Common Stock,7000.0,7000.0,6000.0,6000.0
Other Current Assets,69532000.0,60505000.0,94062000.0,107290000.0
Other Liab,38946000.0,38068000.0,36694000.0,36740000.0
Treasury Stock,-926283000.0,-909431000.0,-839015000.0,-875922000.0
Other Assets,4600000.0,3000000.0,3300000.0,3700000.0
Cash,49910000.0,48155000.0,103442000.0,73629000.0
Total Current Liabilities,426171000.0,336665000.0,388991000.0,566448000.0
Short Long Term Debt,893000.0,1774000.0,52644000.0,203451000.0
Other Stockholder Equity,-926283000.0,-909431000.0,-839015000.0,-875922000.0
Property Plant Equipment,11185613000.0,11183632000.0,11194614000.0,11385976000.0
Total Current Assets,333427000.0,347515000.0,464400000.0,376023000.0
Long Term Investments,1265001000.0,1213052000.0,1127890000.0,1165778000.0
Net Tangible Assets,5949232000.0,5953455000.0,6025176000.0,5995710000.0
Net Receivables,213985000.0,238855000.0,266896000.0,195104000.0
Long Term Debt,6087407000.0,6128374000.0,6044065000.0,6050484000.0
Accounts Payable,217828000.0,157321000.0,155673000.0,149755000.0
Intangible Assets,,,,4700000.0
