,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-62623000.0,-110799000.0,-58498000.0,-40856000.0
Change To Liabilities,59490000.0,-1767000.0,4976000.0,-53477000.0
Total Cashflows From Investing Activities,-89572000.0,-152504000.0,146869000.0,-114912000.0
Net Borrowings,-43219000.0,32232000.0,-153454000.0,-329152000.0
Total Cash From Financing Activities,-179458000.0,-135485000.0,-312816000.0,-519793000.0
Change To Operating Activities,8693000.0,39462000.0,-40566000.0,1497000.0
Issuance Of Stock,15572000.0,574000.0,1701000.0,1701000.0
Net Income,118390000.0,64846000.0,168444000.0,95745000.0
Change In Cash,2776000.0,-55184000.0,29319000.0,-485034000.0
Total Cash From Operating Activities,271806000.0,232805000.0,195266000.0,149671000.0
Depreciation,130564000.0,128736000.0,128587000.0,130127000.0
Other Cashflows From Investing Activities,67884000.0,33552000.0,8828000.0,-80197000.0
Dividends Paid,-135881000.0,-135873000.0,-135064000.0,-135535000.0
Other Cashflows From Financing Activities,-15930000.0,-32418000.0,-11382000.0,-8781000.0
Change To Netincome,-47007000.0,-2651000.0,-68307000.0,-19044000.0
Repurchase Of Stock,,,-14617000.0,-46325000.0
