,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,303000000.0,304000000.0,308000000.0,319000000.0
Capital Surplus,313000000.0,292000000.0,253000000.0,257000000.0
Total Liab,7312000000.0,7063000000.0,6849000000.0,7014000000.0
Total Stockholder Equity,3919000000.0,3798000000.0,3542000000.0,3526000000.0
Minority Interest,352000000.0,359000000.0,365000000.0,369000000.0
Other Current Liab,235000000.0,191000000.0,122000000.0,177000000.0
Total Assets,11583000000.0,11220000000.0,10756000000.0,10909000000.0
Other Current Assets,90000000.0,72000000.0,53000000.0,55000000.0
Retained Earnings,9227000000.0,8797000000.0,8335000000.0,8091000000.0
Other Liab,1579000000.0,1597000000.0,1592000000.0,1606000000.0
Good Will,1131000000.0,1143000000.0,1134000000.0,1166000000.0
Treasury Stock,-5621000000.0,-5291000000.0,-5046000000.0,-4822000000.0
Other Assets,797000000.0,757000000.0,711000000.0,670000000.0
Cash,1340000000.0,1054000000.0,791000000.0,955000000.0
Total Current Liabilities,1812000000.0,2129000000.0,1935000000.0,1973000000.0
Deferred Long Term Asset Charges,254000000.0,257000000.0,255000000.0,259000000.0
Short Long Term Debt,35000000.0,94000000.0,479000000.0,469000000.0
Other Stockholder Equity,-328000000.0,-298000000.0,-302000000.0,-328000000.0
Property Plant Equipment,4155000000.0,4137000000.0,4097000000.0,4171000000.0
Total Current Assets,4355000000.0,4061000000.0,3710000000.0,3763000000.0
Long Term Investments,842000000.0,818000000.0,796000000.0,820000000.0
Net Tangible Assets,2485000000.0,2351000000.0,2100000000.0,2041000000.0
Short Term Investments,28000000.0,29000000.0,331000000.0,533000000.0
Net Receivables,1738000000.0,1788000000.0,1510000000.0,1242000000.0
Long Term Debt,3545000000.0,2968000000.0,2941000000.0,3069000000.0
Inventory,1159000000.0,1118000000.0,1025000000.0,978000000.0
Accounts Payable,1042000000.0,998000000.0,906000000.0,797000000.0
