,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,17000000.0,86000000.0,156000000.0,51000000.0
Total Cashflows From Investing Activities,-108000000.0,177000000.0,98000000.0,979000000.0
Net Borrowings,233000000.0,-4000000.0,-5000000.0,-473000000.0
Total Cash From Financing Activities,-228000000.0,-344000000.0,-371000000.0,-933000000.0
Change To Operating Activities,82000000.0,63000000.0,-199000000.0,-158000000.0
Net Income,506000000.0,538000000.0,322000000.0,1453000000.0
Change In Cash,286000000.0,263000000.0,-164000000.0,340000000.0
Repurchase Of Stock,-286000000.0,-250000000.0,-267000000.0,-378000000.0
Effect Of Exchange Rate,-8000000.0,3000000.0,-7000000.0,20000000.0
Total Cash From Operating Activities,630000000.0,427000000.0,116000000.0,274000000.0
Depreciation,96000000.0,93000000.0,87000000.0,88000000.0
Other Cashflows From Investing Activities,-12000000.0,-14000000.0,-10000000.0,-14000000.0
Dividends Paid,-76000000.0,-76000000.0,-78000000.0,-72000000.0
Change To Inventory,-57000000.0,-88000000.0,-62000000.0,46000000.0
Change To Account Receivables,35000000.0,-253000000.0,-184000000.0,-55000000.0
Other Cashflows From Financing Activities,-99000000.0,-14000000.0,-21000000.0,-10000000.0
Change To Netincome,-50000000.0,-11000000.0,-6000000.0,-1152000000.0
Capital Expenditures,-102000000.0,-110000000.0,-92000000.0,-85000000.0
Investments,,300000000.0,200000000.0,1074000000.0
