,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-6514000.0,-1768000.0,12521000.0,-2934000.0
Change To Liabilities,493943000.0,44237000.0,-175651000.0,-36626000.0
Total Cashflows From Investing Activities,-1035750000.0,-1312953000.0,-1513272000.0,-1516424000.0
Net Borrowings,254673000.0,-383690000.0,1730210000.0,1911727000.0
Total Cash From Financing Activities,84469000.0,-538934000.0,1546394000.0,1716159000.0
Change To Operating Activities,-504649000.0,-83081000.0,-780345000.0,-193121000.0
Issuance Of Stock,1574000.0,29877000.0,979000.0,816000.0
Net Income,531003000.0,-5974000.0,334565000.0,387968000.0
Change In Cash,313155000.0,-1055775000.0,-16443000.0,519435000.0
Total Cash From Operating Activities,1264436000.0,796112000.0,-49565000.0,319700000.0
Depreciation,485665000.0,483524000.0,481929000.0,465236000.0
Other Cashflows From Investing Activities,54588000.0,43271000.0,59649000.0,235602000.0
Dividends Paid,-190907000.0,-190629000.0,-190595000.0,-190221000.0
Change To Inventory,30233000.0,-10160000.0,26878000.0,-26850000.0
Change To Account Receivables,-90805000.0,-101587000.0,-52690000.0,61694000.0
Other Cashflows From Financing Activities,19129000.0,5508000.0,5800000.0,-6163000.0
Change To Netincome,229724000.0,307682000.0,346931000.0,-339388000.0
Capital Expenditures,-1078824000.0,-1376877000.0,-1585442000.0,-1749092000.0
