,2021-06-30,2021-03-31,2020-12-31,2020-09-30
Investments,2000000.0,2000000.0,-1000000.0,-1000000.0
Change To Liabilities,-1003000000.0,-1003000000.0,2228500000.0,2228500000.0
Total Cashflows From Investing Activities,-61500000.0,-61500000.0,-97000000.0,-97000000.0
Net Borrowings,-166500000.0,-166500000.0,-1072500000.0,-1072500000.0
Total Cash From Financing Activities,-223500000.0,-223500000.0,-1163500000.0,-1163500000.0
Issuance Of Stock,4500000.0,4500000.0,2500000.0,2500000.0
Net Income,207000000.0,207000000.0,220000000.0,220000000.0
Change In Cash,-371000000.0,-371000000.0,-20000000.0,-20000000.0
Effect Of Exchange Rate,51000000.0,51000000.0,-227000000.0,-227000000.0
Total Cash From Operating Activities,-137000000.0,-137000000.0,1467500000.0,1467500000.0
Depreciation,181500000.0,181500000.0,173000000.0,173000000.0
Change To Inventory,-16000000.0,-16000000.0,36000000.0,36000000.0
Change To Account Receivables,423500000.0,423500000.0,-1314500000.0,-1314500000.0
Other Cashflows From Financing Activities,-61500000.0,-61500000.0,-42500000.0,-42500000.0
Change To Netincome,70000000.0,70000000.0,49500000.0,49500000.0
Capital Expenditures,-25000000.0,-25000000.0,-42000000.0,-42000000.0
Dividends Paid,,,-51000000.0,-51000000.0
