,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,2814549000,2531874000,448000,0,937985000,721690000
1,2021,1,3028368000,2825725000,448000,0,804390000,654727000
2,2021,2,3142904000,2951480000,448000,0,924351000,739588000
3,2021,3,3207161000,3047990000,448000,0,951950000,748262000
