,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,6061000000,13980000000,23000000,142000000,1448000000,1165000000
1,2020,4,5852000000,13743000000,0,141000000,1743000000,1411000000
2,2021,1,5550000000,13462000000,0,150000000,1486000000,1160000000
3,2021,2,5649000000,13542000000,0,149000000,1602000000,1211000000
