,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Intangible Assets,632075000.0,595454000.0,550408000.0,462324000.0
Capital Surplus,14727735000.0,14194023000.0,12994748000.0,11730970000.0
Total Liab,11586597000.0,10837033000.0,10452384000.0,9384100000.0
Total Stockholder Equity,14723238000.0,14191022000.0,12990406000.0,11725712000.0
Minority Interest,2248883000.0,1990795000.0,1791556000.0,1718066000.0
Deferred Long Term Liab,350451000.0,342710000.0,317242000.0,296797000.0
Other Current Liab,173560000.0,170647000.0,160779000.0,150982000.0
Total Assets,28558718000.0,27018850000.0,25234346000.0,22827878000.0
Common Stock,1532000.0,1507000.0,1457000.0,1367000.0
Other Current Assets,234935000.0,204300000.0,221360000.0,110701000.0
Other Liab,1219847000.0,1147907000.0,1085317000.0,1039061000.0
Treasury Stock,-6029000.0,-4508000.0,-5799000.0,-6625000.0
Other Assets,1574338000.0,1314651000.0,1145230000.0,1097468000.0
Cash,325872000.0,323876000.0,492184000.0,568532000.0
Total Current Liabilities,737966000.0,488427000.0,498153000.0,458326000.0
Short Long Term Debt,870000.0,1731000.0,2555000.0,3420000.0
Other Stockholder Equity,-6029000.0,-4508000.0,-5799000.0,-6625000.0
Property Plant Equipment,22516495000.0,21392051000.0,20055708000.0,17874042000.0
Total Current Assets,1467195000.0,1393789000.0,1515261000.0,1450581000.0
Long Term Investments,2368615000.0,2322905000.0,1967739000.0,1943463000.0
Net Tangible Assets,14091163000.0,13595568000.0,12439998000.0,11263388000.0
Net Receivables,906388000.0,865613000.0,801717000.0,771348000.0
Long Term Debt,9262717000.0,8839268000.0,8538363000.0,7559866000.0
Accounts Payable,558065000.0,305575000.0,320322000.0,285021000.0
