,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Change To Liabilities,84000000.0,0.0,-103000000.0,25000000.0
Total Cashflows From Investing Activities,-609000000.0,-609000000.0,-283000000.0,-569000000.0
Net Borrowings,300000000.0,300000000.0,-2000000.0,110000000.0
Total Cash From Financing Activities,437000000.0,437000000.0,-210000000.0,64000000.0
Change To Operating Activities,-113000000.0,-113000000.0,24000000.0,-61000000.0
Issuance Of Stock,3000000.0,3000000.0,9000000.0,146000000.0
Net Income,189000000.0,176000000.0,349000000.0,158000000.0
Change In Cash,-56000000.0,-56000000.0,339000000.0,-373000000.0
Total Cash From Operating Activities,116000000.0,116000000.0,832000000.0,132000000.0
Depreciation,250000000.0,250000000.0,340000000.0,139000000.0
Other Cashflows From Investing Activities,-45000000.0,-45000000.0,-31000000.0,-27000000.0
Dividends Paid,-127000000.0,-127000000.0,-126000000.0,-115000000.0
Change To Inventory,-221000000.0,-221000000.0,168000000.0,62000000.0
Change To Account Receivables,28000000.0,28000000.0,30000000.0,-230000000.0
Other Cashflows From Financing Activities,37000000.0,37000000.0,-91000000.0,-77000000.0
Change To Netincome,-101000000.0,-101000000.0,24000000.0,-103000000.0
Capital Expenditures,-564000000.0,-564000000.0,-437000000.0,-620000000.0
