,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,4,22276700000,13807200000,2921200000,103800000,2995200000,2616300000
1,2021,1,22105100000,13775300000,2921200000,134400000,2771100000,2489700000
2,2021,2,22195600000,13564200000,2921200000,132900000,2739500000,2430000000
3,2021,3,22539900000,13904000000,2921200000,132100000,2653300000,2417900000
