,2021-03-31,2020-12-31,2020-09-30,2020-06-30
Change To Liabilities,-80000000.0,-695000000.0,-32000000.0,528000000.0
Total Cashflows From Investing Activities,-16000000.0,-18000000.0,-13000000.0,-29000000.0
Net Borrowings,-516000000.0,-7000000.0,-1000000.0,992000000.0
Total Cash From Financing Activities,-624000000.0,-55000000.0,5000000.0,982000000.0
Change To Operating Activities,5000000.0,121000000.0,-92000000.0,667000000.0
Net Income,-108000000.0,-224000000.0,-79000000.0,-430000000.0
Change In Cash,-816000000.0,-205000000.0,-107000000.0,1770000000.0
Repurchase Of Stock,-34000000.0,-34000000.0,-34000000.0,-34000000.0
Effect Of Exchange Rate,-5000000.0,6000000.0,1000000.0,1000000.0
Total Cash From Operating Activities,-171000000.0,-138000000.0,-100000000.0,817000000.0
Depreciation,51000000.0,62000000.0,90000000.0,88000000.0
Other Cashflows From Investing Activities,-5000000.0,-6000000.0,-6000000.0,5000000.0
Other Cashflows From Financing Activities,-74000000.0,-57000000.0,-1000000.0,-14000000.0
Change To Netincome,-46000000.0,86000000.0,6000000.0,-43000000.0
Capital Expenditures,-3000000.0,-8000000.0,-8000000.0,-18000000.0
Issuance Of Stock,,9000000.0,7000000.0,4000000.0
Change To Account Receivables,,488000000.0,488000000.0,488000000.0
