,2021-09-25,2021-06-26,2021-03-27,2020-12-26
Intangible Assets,809163000.0,820116000.0,822229000.0,244356000.0
Capital Surplus,1950464000.0,1927137000.0,1892934000.0,1880354000.0
Total Liab,1716751000.0,1818476000.0,1283902000.0,1515257000.0
Total Stockholder Equity,5854738000.0,5584248000.0,5715827000.0,5516116000.0
Deferred Long Term Liab,13035000.0,13814000.0,14520000.0,16510000.0
Other Current Liab,627048000.0,724567000.0,307448000.0,431737000.0
Total Assets,7571489000.0,7402724000.0,6999729000.0,7031373000.0
Common Stock,17979000.0,17979000.0,17979000.0,17979000.0
Other Current Assets,16046000.0,16966000.0,18175000.0,20145000.0
Retained Earnings,4034912000.0,3775874000.0,3974184000.0,3754372000.0
Other Liab,271285000.0,285310000.0,276036000.0,275082000.0
Treasury Stock,-148617000.0,-136742000.0,-169270000.0,-136589000.0
Other Assets,434856000.0,444117000.0,452458000.0,452116000.0
Cash,1639056000.0,1639447000.0,1599475000.0,1458442000.0
Total Current Liabilities,1373939000.0,1458830000.0,933125000.0,1164217000.0
Deferred Long Term Asset Charges,251983000.0,250230000.0,248852000.0,245455000.0
Other Stockholder Equity,154756000.0,166627000.0,140252000.0,183427000.0
Property Plant Equipment,1064915000.0,1051021000.0,954324000.0,950165000.0
Total Current Assets,4008966000.0,3883765000.0,3557920000.0,3669351000.0
Long Term Investments,1253589000.0,1203705000.0,1212798000.0,1131175000.0
Net Tangible Assets,5045575000.0,4764132000.0,4893598000.0,4687550000.0
Short Term Investments,345214000.0,330567000.0,342656000.0,387642000.0
Net Receivables,649016000.0,747428000.0,568036000.0,859645000.0
Inventory,1113503000.0,938607000.0,837934000.0,762084000.0
Accounts Payable,318604000.0,303947000.0,250789000.0,258885000.0
Good Will,,,,584210000.0
