,2021-09-30,2021-06-30,2021-03-31,2020-12-31
Investments,-130000000.0,129000000.0,-1682000000.0,-739000000.0
Change To Liabilities,0.0,0.0,0.0,0.0
Total Cashflows From Investing Activities,-1284000000.0,-631000000.0,-1072000000.0,-637000000.0
Net Borrowings,-56000000.0,-1360000000.0,-180000000.0,-760000000.0
Total Cash From Financing Activities,1079000000.0,-1968000000.0,3689000000.0,3288000000.0
Change To Operating Activities,322000000.0,-1092000000.0,-790000000.0,-587000000.0
Net Income,530000000.0,648000000.0,611000000.0,456000000.0
Change In Cash,1075000000.0,-2019000000.0,1927000000.0,3517000000.0
Total Cash From Operating Activities,1280000000.0,580000000.0,-690000000.0,866000000.0
Depreciation,136000000.0,165000000.0,152000000.0,-56000000.0
Other Cashflows From Investing Activities,-232000000.0,-193000000.0,-422000000.0,13000000.0
Dividends Paid,-200000000.0,-191000000.0,-199000000.0,-193000000.0
Other Cashflows From Financing Activities,1585000000.0,-713000000.0,4184000000.0,4243000000.0
Change To Netincome,292000000.0,859000000.0,-663000000.0,838000000.0
Capital Expenditures,-27000000.0,-22000000.0,-10000000.0,-118000000.0
Repurchase Of Stock,,,-116000000.0,-2000000.0
