,Year,Quarter,Total Assets,Total Liabilities,Common Stock,Dividends Paid,Total Cash Inflow,Total Cash Outflow
0,2020,3,18912300000,6790800000,3900000,63700000,6400300000,5571300000
1,2020,4,19780400000,7010100000,4000000,72900000,5933400000,5141600000
2,2021,1,21083800000,7807800000,4000000,72700000,6446900000,5517400000
3,2021,2,21793500000,7668500000,4000000,72100000,7284600000,6169100000
