,2021-07-04,2021-04-04,2020-12-31,2020-09-27
Intangible Assets,1724699000.0,1483540000.0,1482887000.0,1478926000.0
Capital Surplus,1218708000.0,1195748000.0,1191200000.0,1169583000.0
Total Liab,6609970000.0,6773282000.0,6893962000.0,7186221000.0
Total Stockholder Equity,2265049000.0,2255994000.0,2234352000.0,2065854000.0
Minority Interest,8844000.0,8852000.0,3531000.0,2959000.0
Other Current Liab,52035000.0,85385000.0,17051000.0,73652000.0
Total Assets,8883863000.0,9038128000.0,9131845000.0,9255034000.0
Common Stock,221553000.0,221553000.0,221553000.0,221553000.0
Other Current Assets,136004000.0,118589000.0,158809000.0,157096000.0
Retained Earnings,2301805000.0,2162464000.0,1928673000.0,1800186000.0
Other Liab,755416000.0,724709000.0,730591000.0,677147000.0
Good Will,2166446000.0,1989462000.0,1988215000.0,1981503000.0
Treasury Stock,-1477017000.0,-1323771000.0,-1107074000.0,-1125468000.0
Other Assets,144038000.0,125514000.0,173315000.0,174367000.0
Cash,426201000.0,1132242000.0,1143987000.0,1205889000.0
Total Current Liabilities,1587002000.0,1774632000.0,1891745000.0,2228193000.0
Deferred Long Term Asset Charges,34362000.0,28022000.0,29369000.0,25160000.0
Other Stockholder Equity,-296136000.0,-329006000.0,-338082000.0,-352307000.0
Property Plant Equipment,2547893000.0,2518606000.0,2509523000.0,2413142000.0
Total Current Assets,2219181000.0,2860024000.0,2977905000.0,3207096000.0
Long Term Investments,81606000.0,60982000.0,,
Net Tangible Assets,-1626096000.0,-1217008000.0,-1236750000.0,-1394575000.0
Net Receivables,532401000.0,634830000.0,615233000.0,829513000.0
Long Term Debt,4019067000.0,4018416000.0,4013868000.0,4017963000.0
Inventory,1060422000.0,909802000.0,964207000.0,958483000.0
Accounts Payable,615641000.0,553642000.0,580058000.0,589586000.0
Short Long Term Debt,,349267000.0,433961000.0,783916000.0
